	Unnamed: 0	chr1	start1	end1	chr2	start2	end2	status	ctrl_signal	rbp1_signal	log2FC_x	log2FC_clipped	condition	distance	loop_id	comp_switch_A1	comp_switch_A2	loop_class	source	CTCF_signal	H3K27me3_signal	H3K4me3_signal	rad21_signal	GC_mean	GC_diff	E1_anchor1_ctrl	E1_anchor1_rbp1	E1_anchor2_ctrl	E1_anchor2_rbp1	delta_E1_anchor1	delta_E1_anchor2	loop_chr	loop_start	loop_end	gene_id	gene_list	gene_list_stripped	ensembl_gene_id	ensembl_id	ensembl	log2FC_y	hgnc_symbol	log_signed_contactFC
26	77	chr1	22665000	22670000	chr1	22960000	22965000	shared	0.025277722740995	0.0275363466968164	0.1234706692773536	0.1234706692773536	shared	295000	77	stable	stable	uncategorized	ctrl	15.107338	0.23542725	0.19892533	0.053034913	0.5062	0.0319999999999999	0.5874706286737447	0.558544841079831	0.4923354562093378	0.5366890131372872	-0.0289257875939136	0.0443535569279494	chr1	22665000	22965000	ENST00000374627.1,ENST00000374630.8,ENST00000374632.7,ENST00000400191.7,ENST00000465676.1,ENST00000490436.1,ENST00000544305.5	ENST00000374630.8	ENST00000374630	ENSG00000133216	ENSG00000133216	ENSG00000133216.17	0.881382578763505	EPHB2	-0.18052378738917127
27	77	chr1	22665000	22670000	chr1	22960000	22965000	shared	0.025277722740995	0.0275363466968164	0.1234706692773536	0.1234706692773536	shared	295000	77	stable	stable	uncategorized	ctrl	15.107338	0.23542725	0.19892533	0.053034913	0.5062	0.0319999999999999	0.5874706286737447	0.558544841079831	0.4923354562093378	0.5366890131372872	-0.0289257875939136	0.0443535569279494	chr1	22665000	22965000	ENST00000374627.1,ENST00000374630.8,ENST00000374632.7,ENST00000400191.7,ENST00000465676.1,ENST00000490436.1,ENST00000544305.5	ENST00000374632.7	ENST00000374632	ENSG00000133216	ENSG00000133216	ENSG00000133216.17	0.881382578763505	EPHB2	-0.18052378738917127
28	77	chr1	22665000	22670000	chr1	22960000	22965000	shared	0.025277722740995	0.0275363466968164	0.1234706692773536	0.1234706692773536	shared	295000	77	stable	stable	uncategorized	ctrl	15.107338	0.23542725	0.19892533	0.053034913	0.5062	0.0319999999999999	0.5874706286737447	0.558544841079831	0.4923354562093378	0.5366890131372872	-0.0289257875939136	0.0443535569279494	chr1	22665000	22965000	ENST00000374627.1,ENST00000374630.8,ENST00000374632.7,ENST00000400191.7,ENST00000465676.1,ENST00000490436.1,ENST00000544305.5	ENST00000400191.7	ENST00000400191	ENSG00000133216	ENSG00000133216	ENSG00000133216.17	0.881382578763505	EPHB2	-0.18052378738917127
29	77	chr1	22665000	22670000	chr1	22960000	22965000	shared	0.025277722740995	0.0275363466968164	0.1234706692773536	0.1234706692773536	shared	295000	77	stable	stable	uncategorized	ctrl	15.107338	0.23542725	0.19892533	0.053034913	0.5062	0.0319999999999999	0.5874706286737447	0.558544841079831	0.4923354562093378	0.5366890131372872	-0.0289257875939136	0.0443535569279494	chr1	22665000	22965000	ENST00000374627.1,ENST00000374630.8,ENST00000374632.7,ENST00000400191.7,ENST00000465676.1,ENST00000490436.1,ENST00000544305.5	ENST00000465676.1	ENST00000465676	ENSG00000133216	ENSG00000133216	ENSG00000133216.17	0.881382578763505	EPHB2	-0.18052378738917127
30	77	chr1	22665000	22670000	chr1	22960000	22965000	shared	0.025277722740995	0.0275363466968164	0.1234706692773536	0.1234706692773536	shared	295000	77	stable	stable	uncategorized	ctrl	15.107338	0.23542725	0.19892533	0.053034913	0.5062	0.0319999999999999	0.5874706286737447	0.558544841079831	0.4923354562093378	0.5366890131372872	-0.0289257875939136	0.0443535569279494	chr1	22665000	22965000	ENST00000374627.1,ENST00000374630.8,ENST00000374632.7,ENST00000400191.7,ENST00000465676.1,ENST00000490436.1,ENST00000544305.5	ENST00000490436.1	ENST00000490436	ENSG00000133216	ENSG00000133216	ENSG00000133216.17	0.881382578763505	EPHB2	-0.18052378738917127
31	77	chr1	22665000	22670000	chr1	22960000	22965000	shared	0.025277722740995	0.0275363466968164	0.1234706692773536	0.1234706692773536	shared	295000	77	stable	stable	uncategorized	ctrl	15.107338	0.23542725	0.19892533	0.053034913	0.5062	0.0319999999999999	0.5874706286737447	0.558544841079831	0.4923354562093378	0.5366890131372872	-0.0289257875939136	0.0443535569279494	chr1	22665000	22965000	ENST00000374627.1,ENST00000374630.8,ENST00000374632.7,ENST00000400191.7,ENST00000465676.1,ENST00000490436.1,ENST00000544305.5	ENST00000544305.5	ENST00000544305	ENSG00000133216	ENSG00000133216	ENSG00000133216.17	0.881382578763505	EPHB2	-0.18052378738917127
32	78	chr1	22672500	22677500	chr1	22882500	22887500	shared	0.0197343540449	0.0302415185386597	0.6158212874771787	0.6158212874771787	shared	210000	78	stable	stable	intra-TAD	ctrl	10.865537	0.37668344	0.47189197	0.044437893	0.5421	0.0033999999999999	0.5874706286737447	0.558544841079831	0.6613848960470387	0.6474867638675003	-0.0289257875939136	-0.0138981321795383	chr1	22672500	22887500	ENST00000374627.1,ENST00000374630.8,ENST00000374632.7,ENST00000400191.7,ENST00000465676.1,ENST00000490436.1,ENST00000544305.5	ENST00000374627.1	ENST00000374627	ENSG00000133216	ENSG00000133216	ENSG00000133216.17	0.881382578763505	EPHB2	-0.18052378738917127
33	78	chr1	22672500	22677500	chr1	22882500	22887500	shared	0.0197343540449	0.0302415185386597	0.6158212874771787	0.6158212874771787	shared	210000	78	stable	stable	intra-TAD	ctrl	10.865537	0.37668344	0.47189197	0.044437893	0.5421	0.0033999999999999	0.5874706286737447	0.558544841079831	0.6613848960470387	0.6474867638675003	-0.0289257875939136	-0.0138981321795383	chr1	22672500	22887500	ENST00000374627.1,ENST00000374630.8,ENST00000374632.7,ENST00000400191.7,ENST00000465676.1,ENST00000490436.1,ENST00000544305.5	ENST00000374630.8	ENST00000374630	ENSG00000133216	ENSG00000133216	ENSG00000133216.17	0.881382578763505	EPHB2	-0.18052378738917127
34	78	chr1	22672500	22677500	chr1	22882500	22887500	shared	0.0197343540449	0.0302415185386597	0.6158212874771787	0.6158212874771787	shared	210000	78	stable	stable	intra-TAD	ctrl	10.865537	0.37668344	0.47189197	0.044437893	0.5421	0.0033999999999999	0.5874706286737447	0.558544841079831	0.6613848960470387	0.6474867638675003	-0.0289257875939136	-0.0138981321795383	chr1	22672500	22887500	ENST00000374627.1,ENST00000374630.8,ENST00000374632.7,ENST00000400191.7,ENST00000465676.1,ENST00000490436.1,ENST00000544305.5	ENST00000374632.7	ENST00000374632	ENSG00000133216	ENSG00000133216	ENSG00000133216.17	0.881382578763505	EPHB2	-0.18052378738917127
35	78	chr1	22672500	22677500	chr1	22882500	22887500	shared	0.0197343540449	0.0302415185386597	0.6158212874771787	0.6158212874771787	shared	210000	78	stable	stable	intra-TAD	ctrl	10.865537	0.37668344	0.47189197	0.044437893	0.5421	0.0033999999999999	0.5874706286737447	0.558544841079831	0.6613848960470387	0.6474867638675003	-0.0289257875939136	-0.0138981321795383	chr1	22672500	22887500	ENST00000374627.1,ENST00000374630.8,ENST00000374632.7,ENST00000400191.7,ENST00000465676.1,ENST00000490436.1,ENST00000544305.5	ENST00000400191.7	ENST00000400191	ENSG00000133216	ENSG00000133216	ENSG00000133216.17	0.881382578763505	EPHB2	-0.18052378738917127
36	78	chr1	22672500	22677500	chr1	22882500	22887500	shared	0.0197343540449	0.0302415185386597	0.6158212874771787	0.6158212874771787	shared	210000	78	stable	stable	intra-TAD	ctrl	10.865537	0.37668344	0.47189197	0.044437893	0.5421	0.0033999999999999	0.5874706286737447	0.558544841079831	0.6613848960470387	0.6474867638675003	-0.0289257875939136	-0.0138981321795383	chr1	22672500	22887500	ENST00000374627.1,ENST00000374630.8,ENST00000374632.7,ENST00000400191.7,ENST00000465676.1,ENST00000490436.1,ENST00000544305.5	ENST00000465676.1	ENST00000465676	ENSG00000133216	ENSG00000133216	ENSG00000133216.17	0.881382578763505	EPHB2	-0.18052378738917127
37	78	chr1	22672500	22677500	chr1	22882500	22887500	shared	0.0197343540449	0.0302415185386597	0.6158212874771787	0.6158212874771787	shared	210000	78	stable	stable	intra-TAD	ctrl	10.865537	0.37668344	0.47189197	0.044437893	0.5421	0.0033999999999999	0.5874706286737447	0.558544841079831	0.6613848960470387	0.6474867638675003	-0.0289257875939136	-0.0138981321795383	chr1	22672500	22887500	ENST00000374627.1,ENST00000374630.8,ENST00000374632.7,ENST00000400191.7,ENST00000465676.1,ENST00000490436.1,ENST00000544305.5	ENST00000490436.1	ENST00000490436	ENSG00000133216	ENSG00000133216	ENSG00000133216.17	0.881382578763505	EPHB2	-0.18052378738917127
38	78	chr1	22672500	22677500	chr1	22882500	22887500	shared	0.0197343540449	0.0302415185386597	0.6158212874771787	0.6158212874771787	shared	210000	78	stable	stable	intra-TAD	ctrl	10.865537	0.37668344	0.47189197	0.044437893	0.5421	0.0033999999999999	0.5874706286737447	0.558544841079831	0.6613848960470387	0.6474867638675003	-0.0289257875939136	-0.0138981321795383	chr1	22672500	22887500	ENST00000374627.1,ENST00000374630.8,ENST00000374632.7,ENST00000400191.7,ENST00000465676.1,ENST00000490436.1,ENST00000544305.5	ENST00000544305.5	ENST00000544305	ENSG00000133216	ENSG00000133216	ENSG00000133216.17	0.881382578763505	EPHB2	-0.18052378738917127
