Unnamed: 0,chr1,start1,end1,chr2,start2,end2,status,ctrl_signal,rbp1_signal,log2FC,log2FC_clipped,condition,distance,loop_id,comp_switch_A1,comp_switch_A2,loop_class,source,CTCF_signal,H3K27me3_signal,H3K4me3_signal,rad21_signal,GC_mean,GC_diff,E1_anchor1_ctrl,E1_anchor1_rbp1,E1_anchor2_ctrl,E1_anchor2_rbp1,delta_E1_anchor1,delta_E1_anchor2,loop_chr,loop_start,loop_end,gene_id
535,chr1,207080000,207085000,chr1,207500000,207505000,shared,0.0228998926157486,0.016992736002799,-0.4304226733670424,-0.4304226733670424,shared,420000,535,stable,,intra-TAD,ctrl,11.126568,1.0241089,0.27724552,0.042123243,0.3759,0.0121999999999999,0.7378097770916262,0.680921915637827,,0.5718480492362709,-0.0568878614537992,,chr1,207080000,207505000,"ENST00000367057.8,ENST00000367058.7,ENST00000367059.3,ENST00000475194.1,ENST00000479186.1,ENST00000485707.1,ENST00000640301.1,ENST00000699620.1,ENST00000699621.1,ENST00000699640.1"
550,chr1,211320000,211325000,chr1,211655000,211660000,shared,0.0113073357113913,0.0091424579588691,-0.3066050421188317,-0.3066050421188317,shared,335000,550,stable,stable,intra-TAD,ctrl,1.4030577,17.092028,0.188543,0.038021993,0.4134,0.0479999999999999,0.3112561609723406,0.3146692651951719,0.3907118409325213,0.3472896655700541,0.0034131042228313,-0.0434221753624672,chr1,211320000,211660000,ENST00000367001.5
551,chr1,211470000,211475000,chr1,211655000,211660000,shared,0.0150610609775286,0.0175785633164232,0.2229937605055821,0.2229937605055821,shared,185000,551,stable,stable,intra-TAD,ctrl,7.0479126,0.75336707,0.22649646,0.038575195,0.4335,0.0078,0.3042205339628572,0.2196120986917207,0.3907118409325213,0.3472896655700541,-0.0846084352711365,-0.0434221753624672,chr1,211470000,211660000,ENST00000367001.5
552,chr1,211515000,211520000,chr1,211655000,211660000,shared,0.0168422216817713,0.0168334753818367,-0.0007493976324684,-0.0007493976324684,shared,140000,552,stable,stable,intra-TAD,ctrl,2.3166757,15.079125,0.188543,0.023335839,0.4838,0.0928,0.5205539215558829,0.5277318846059218,0.3907118409325213,0.3472896655700541,0.0071779630500389,-0.0434221753624672,chr1,211515000,211660000,ENST00000367001.5
553,chr1,211572500,211577500,chr1,211662500,211667500,shared,0.0224491896218745,0.0219748948760092,-0.0308071032444731,-0.0308071032444731,shared,90000,553,stable,stable,inter-TAD,ctrl,2.3493054,15.079125,0.188543,0.022722209,0.3499,0.0389999999999999,0.5231398926909219,0.5990444871309677,0.3907118409325213,0.3472896655700541,0.0759045944400458,-0.0434221753624672,chr1,211572500,211667500,ENST00000367001.5
583,chr1,221972500,221977500,chr1,223022500,223027500,shared,0.0127615146022477,0.0122835218345046,-0.0550753075778176,-0.0550753075778176,shared,1050000,583,stable,stable,intra-TAD,ctrl,1.0115064,0.9181661,0.22233844,0.038887814,0.4726,0.0292,0.2454996744849889,0.0961672346765451,0.1102158838223266,0.1961447135994642,-0.1493324398084438,0.0859288297771376,chr1,221972500,223027500,"ENST00000421147.5,ENST00000441160.1"
599,chr1,225470000,225475000,chr1,225975000,225980000,shared,0.0367964289799033,0.0311493342961174,-0.2403644311850475,-0.2403644311850475,shared,505000,599,stable,stable,intra-TAD,ctrl,1.0115066,0.09417095,0.188543,0.023811148,0.5255000000000001,0.0978,0.5536023423510736,0.5184257428331488,0.6773828448405971,0.667520620029376,-0.0351765995179248,-0.0098622248112211,chr1,225470000,225980000,"ENST00000272167.10,ENST00000366837.5,ENST00000448202.5,ENST00000467015.1,ENST00000614058.4"
600,chr1,225472500,225477500,chr1,225842500,225847500,shared,0.0194003799284298,0.0194394671680292,0.0029037697099667,0.0029037697099667,shared,370000,600,stable,stable,intra-TAD,ctrl,3.1650352,0.18834175,0.188543,0.022864424,0.5648,0.016,0.5536023423510736,0.5184257428331488,0.8571616615919013,0.9435477656507496,-0.0351765995179248,0.0863861040588481,chr1,225472500,225847500,"ENST00000272167.10,ENST00000366837.5,ENST00000448202.5,ENST00000467015.1,ENST00000614058.4"
611,chr1,229260000,229265000,chr1,230310000,230315000,shared,0.0057393994550177,0.0091515361682276,0.6731141454841469,0.6731141454841469,shared,1050000,611,stable,stable,uncategorized,ctrl,32.694473,4.826262,0.18854302,0.073224895,0.4576,0.0171999999999999,0.7201632949968731,0.5949655458790772,0.3387232611360588,0.4141314527891927,-0.1251977491177959,0.0754081916531339,chr1,229260000,230315000,"ENST00000366672.5,ENST00000485438.1,ENST00000488903.1,ENST00000492568.1,ENST00000494106.1"
613,chr1,229412500,229417500,chr1,231832500,231837500,shared,0.0133079307330256,0.0072494672108551,-0.8763393868691571,-0.8763393868691571,shared,2420000,613,stable,stable,intra-TAD,ctrl,6.1995535,3.2959843,0.188543,0.04420653,0.4642,0.0315999999999999,0.8345633768144821,0.7862993793758744,0.4468084804185341,0.4259210368579277,-0.0482639974386077,-0.0208874435606064,chr1,229412500,231837500,"ENST00000366672.5,ENST00000485438.1,ENST00000488903.1,ENST00000492568.1,ENST00000494106.1"
677,chr10,4810000,4815000,chr10,5290000,5295000,shared,0.0099178996591347,0.0105226700172456,0.0853942852515166,0.0853942852515166,shared,480000,677,stable,stable,uncategorized,ctrl,8.90778,0.25896993,0.2385563,0.033123225,0.4515,0.0382,,,1.2664833925415002,1.0553320023207464,,-0.2111513902207538,chr10,4810000,5295000,"ENST00000380554.5,ENST00000439082.7,ENST00000480697.6,ENST00000602997.5,ENST00000603312.1,ENST00000603484.1,ENST00000605149.5,ENST00000605322.1,ENST00000605781.5"
678,chr10,4822500,4827500,chr10,5422500,5427500,shared,0.0067470531620028,0.0086717237791468,0.3620612738886894,0.3620612738886894,shared,600000,678,stable,stable,intra-TAD,ctrl,3.1976657,0.0,0.20279336,0.03605101,0.4069,0.1533999999999999,0.6532835022970065,0.7902110052109032,0.6955319472677131,0.632639845429182,0.1369275029138966,-0.0628921018385311,chr10,4822500,5427500,"ENST00000380554.5,ENST00000439082.7,ENST00000480697.6,ENST00000602997.5,ENST00000603312.1,ENST00000603484.1,ENST00000605149.5,ENST00000605322.1,ENST00000605781.5"
679,chr10,4842500,4847500,chr10,5382500,5387500,shared,0.011186387458625,0.0125458578393673,0.1654669138938642,0.1654669138938642,shared,540000,679,stable,stable,intra-TAD,ctrl,0.0,0.1883416,0.188543,0.024878193,0.4825,0.1174,0.4477152643777058,0.4245520981219675,0.4443354991435553,0.5330070817580725,-0.0231631662557383,0.0886715826145171,chr10,4842500,5387500,"ENST00000380554.5,ENST00000439082.7,ENST00000480697.6,ENST00000602997.5,ENST00000603312.1,ENST00000603484.1,ENST00000605149.5,ENST00000605322.1,ENST00000605781.5"
680,chr10,4850000,4855000,chr10,5430000,5435000,shared,0.0084647908271977,0.0093512821917772,0.1436897740278121,0.1436897740278121,shared,580000,680,stable,stable,intra-TAD,ctrl,14.063206,2.1423895,0.188543,0.044644315,0.3954999999999999,0.065,0.5302959805578267,0.4743259390693452,0.7233611313520499,0.5805510308888352,-0.0559700414884814,-0.1428101004632147,chr10,4850000,5435000,"ENST00000380554.5,ENST00000439082.7,ENST00000480697.6,ENST00000602997.5,ENST00000603312.1,ENST00000603484.1,ENST00000605149.5,ENST00000605322.1,ENST00000605781.5"
681,chr10,4850000,4855000,chr10,5280000,5285000,shared,0.0215687120948329,0.0216096674424791,0.0027368370605727,0.0027368370605727,shared,430000,681,stable,stable,intra-TAD,ctrl,13.019071,3.1782703,0.188543,0.048301168,0.4126999999999999,0.0306,0.6442865442533705,0.5690593111005428,0.5553875811382921,0.5014993307631576,-0.0752272331528277,-0.0538882503751345,chr10,4850000,5285000,"ENST00000380554.5,ENST00000439082.7,ENST00000480697.6,ENST00000602997.5,ENST00000603312.1,ENST00000603484.1,ENST00000605149.5,ENST00000605322.1,ENST00000605781.5"
683,chr10,5090000,5095000,chr10,5285000,5290000,shared,0.0210600949092879,0.0190455712359346,-0.1450563785555786,-0.1450563785555786,shared,195000,683,stable,stable,intra-TAD,ctrl,2.6103392,0.094170995,0.19062471,0.027144631,0.3822,0.0499999999999999,0.8198906163178981,0.7089442935848639,1.1088488534145315,0.9499484856965223,-0.1109463227330341,-0.158900367718009,chr10,5090000,5290000,"ENST00000380554.5,ENST00000439082.7,ENST00000480697.6,ENST00000602997.5,ENST00000603312.1,ENST00000603484.1,ENST00000605149.5,ENST00000605322.1,ENST00000605781.5"
816,chr10,58412500,58417500,chr10,58532500,58537500,shared,0.0140855426180094,0.0159961492154886,0.1835095022991007,0.1835095022991007,shared,120000,816,stable,stable,intra-TAD,ctrl,8.450968,0.2825125,0.37554055,0.038777385,0.393,0.0952,0.6540040917416834,0.6267094808799777,0.7571364703920895,0.8062346734826566,-0.0272946108617057,0.0490982030905671,chr10,58412500,58537500,ENST00000373886.8
817,chr10,58775000,58780000,chr10,59225000,59230000,shared,0.0129985830805001,0.0131691160996884,0.0188041464737672,0.0188041464737672,shared,450000,817,stable,stable,intra-TAD,ctrl,22.612055,0.45908308,0.188543,0.057804607,0.3557,0.0541999999999999,0.6821930392592275,0.6003255057036871,0.8290621739565386,0.8459772729790103,-0.0818675335555403,0.0169150990224716,chr10,58775000,59230000,"ENST00000263103.1,ENST00000373886.8"
818,chr10,58780000,58785000,chr10,59620000,59625000,shared,0.0134989560069952,0.0130919866384122,-0.044163800201176,-0.044163800201176,shared,840000,818,stable,stable,uncategorized,ctrl,13.508501,2.1070743,0.20374808,0.061077416,0.4033,0.0585999999999999,0.7163027195040411,0.7313121754158787,0.7439407787766186,0.7033969018863538,0.0150094559118375,-0.0405438768902647,chr10,58780000,59625000,"ENST00000263103.1,ENST00000373886.8"
819,chr10,58782500,58787500,chr10,59172500,59177500,shared,0.014680338651065,0.0101188736654415,-0.536836536952148,-0.536836536952148,shared,390000,819,stable,stable,inter-TAD,ctrl,14.55263,0.3649122,0.5279731,0.04763975,0.4086,0.1008,0.7172020243528205,0.7021471368663228,0.8212036152643424,0.8577909314291157,-0.0150548874864977,0.0365873161647732,chr10,58782500,59177500,"ENST00000263103.1,ENST00000373886.8"
855,chr10,69005000,69010000,chr10,69390000,69395000,shared,0.0085844229541446,0.0041395553685201,-1.052245343835987,-1.052245343835987,shared,385000,855,stable,stable,intra-TAD,ctrl,8.353085,1.0476515,0.2191957,0.06082794,0.4298999999999999,0.1446,0.3714430577126117,0.3599574292253194,0.0594123256548215,0.0903266610461902,-0.0114856284872922,0.0309143353913687,chr10,69005000,69395000,"ENST00000298649.8,ENST00000359426.7,ENST00000421088.5,ENST00000436817.6,ENST00000450646.6,ENST00000464803.6,ENST00000470050.2,ENST00000476368.6,ENST00000479594.5,ENST00000480047.5,ENST00000483054.5,ENST00000483077.5,ENST00000488644.5,ENST00000493591.6,ENST00000494253.1,ENST00000643399.2,ENST00000703944.1,ENST00000703945.1,ENST00000703946.1,ENST00000703947.1,ENST00000703948.1,ENST00000703949.1,ENST00000703950.1,ENST00000703951.1,ENST00000703952.1,ENST00000703953.1,ENST00000703954.1,ENST00000703955.1,ENST00000703956.1,ENST00000703957.1"
857,chr10,69232500,69237500,chr10,69512500,69517500,shared,0.0131951912821769,0.0116600926957652,-0.1784330068695953,-0.1784330068695953,shared,280000,857,stable,stable,inter-TAD,ctrl,1.566204,0.1883418,0.188543,0.02565104,0.4616,0.028,-0.0535871690380191,0.0191841027307165,-0.2417314881176106,-0.2414341051207853,0.0727712717687357,0.0002973829968252,chr10,69232500,69517500,"ENST00000298649.8,ENST00000359426.7,ENST00000421088.5,ENST00000436817.6,ENST00000450646.6,ENST00000464803.6,ENST00000470050.2,ENST00000476368.6,ENST00000479594.5,ENST00000480047.5,ENST00000483054.5,ENST00000483077.5,ENST00000488644.5,ENST00000493591.6,ENST00000494253.1,ENST00000643399.2,ENST00000703944.1,ENST00000703945.1,ENST00000703946.1,ENST00000703947.1,ENST00000703948.1,ENST00000703949.1,ENST00000703950.1,ENST00000703951.1,ENST00000703952.1,ENST00000703953.1,ENST00000703954.1,ENST00000703955.1,ENST00000703956.1,ENST00000703957.1"
970,chr10,99395000,99400000,chr10,99605000,99610000,shared,0.0115074349962955,0.0078094305917872,-0.5592770267868152,-0.5592770267868152,shared,210000,970,stable,stable,intra-TAD,ctrl,0.52206796,2.1894746,0.188543,0.028157156,0.4334,0.0111999999999999,0.3642203395692471,0.3205994292022827,0.2184232506561531,0.1681726790254594,-0.0436209103669644,-0.0502505716306937,chr10,99395000,99610000,"ENST00000370508.7,ENST00000471741.1,ENST00000489349.1"
976,chr10,100300000,100305000,chr10,100510000,100515000,shared,0.0121198064341351,0.0138559183107286,0.1931356719557922,0.1931356719557922,shared,210000,976,stable,stable,intra-TAD,ctrl,1.109394,0.15302755,0.188543,0.024358258,0.4286999999999999,0.0117999999999999,-0.7112119941857005,-0.7196380849793442,-0.781322344121064,-0.684104729040443,-0.0084260907936437,0.0972176150806211,chr10,100300000,100515000,ENST00000370355.3
977,chr10,100332500,100337500,chr10,100432500,100437500,shared,0.0455952310689645,0.0434368968652822,-0.0699618962286553,-0.0699618962286553,shared,100000,977,stable,stable,inter-TAD,ctrl,3.1324062,3.9198666,0.18874487,0.03381473,0.443,0.022,0.1078981322171838,0.0833486913108794,0.1991792975055635,0.1867549268547119,-0.0245494409063044,-0.0124243706508516,chr10,100332500,100437500,ENST00000370355.3
978,chr10,100340000,100345000,chr10,100510000,100515000,shared,0.0156546380570402,0.0110298046272965,-0.5051829165743308,-0.5051829165743308,shared,170000,978,stable,stable,intra-TAD,ctrl,3.1324062,3.7315247,0.188543,0.033470053,0.4613,0.0534,0.1991792975055635,0.1867549268547119,-0.3025199231502548,-0.2980316042471858,-0.0124243706508516,0.004488318903069,chr10,100340000,100515000,ENST00000370355.3
1000,chr10,104285000,104290000,chr10,104350000,104355000,shared,0.0226980299198572,0.0218816689343773,-0.0528443059767845,-0.0528443059767845,shared,65000,1000,stable,stable,uncategorized,ctrl,4.600722,0.0,0.60367304,0.031785406,0.4254,0.0572,0.4515102465015367,0.3745814544580949,0.3938708673237049,0.2341632488880032,-0.0769287920434417,-0.1597076184357016,chr10,104285000,104355000,"ENST00000278071.6,ENST00000337478.3,ENST00000358187.2,ENST00000458723.1,ENST00000647721.1"
1070,chr11,195000,200000,chr11,355000,360000,shared,,,0.0,0.0,shared,160000,1070,,,uncategorized,ctrl,4.2091694,0.09417095,0.20163627,0.04318998,0.5738000000000001,0.0899999999999999,1.2005231208288287,1.2381376620994216,1.2199064214499646,1.093516011607368,0.0376145412705928,-0.1263904098425965,chr11,195000,360000,"ENST00000397660.3,ENST00000409479.5,ENST00000409548.7,ENST00000409655.5,ENST00000474221.5,ENST00000476372.1,ENST00000482937.2,ENST00000529087.1"
1072,chr11,1640000,1645000,chr11,2150000,2155000,shared,0.0091167867481044,0.0072926814545693,-0.3220760513903422,-0.3220760513903422,shared,510000,1072,stable,stable,uncategorized,ctrl,31.813505,0.1883418,0.34460104,0.04074143,0.5843,0.029,0.5539903089587324,0.5184344591791533,0.1211130302984513,0.1626824596187127,-0.035555849779579,0.0415694293202614,chr11,1640000,2155000,"ENST00000252898.11,ENST00000341958.4,ENST00000381905.3,ENST00000381906.5,ENST00000381911.6,ENST00000381968.7,ENST00000381978.7,ENST00000417052.5,ENST00000424556.2,ENST00000430303.5,ENST00000464897.5,ENST00000468473.1,ENST00000475245.1,ENST00000479089.5,ENST00000479276.5,ENST00000482118.1,ENST00000483280.1,ENST00000490707.5,ENST00000494431.1"
1073,chr11,1662500,1667500,chr11,1992500,1997500,shared,,,0.0,0.0,shared,330000,1073,stable,stable,intra-TAD,ctrl,17.815552,0.0941709,0.21326053,0.033964124,0.6163,0.0585999999999999,0.5539903089587324,0.5184344591791533,-0.421675428992501,-0.4096592813303137,-0.035555849779579,0.0120161476621872,chr11,1662500,1997500,"ENST00000252898.11,ENST00000341958.4,ENST00000381905.3,ENST00000381906.5,ENST00000381911.6,ENST00000381968.7,ENST00000381978.7,ENST00000417052.5,ENST00000424556.2,ENST00000430303.5,ENST00000464897.5,ENST00000468473.1,ENST00000475245.1,ENST00000479089.5,ENST00000479276.5,ENST00000482118.1,ENST00000483280.1,ENST00000490707.5,ENST00000494431.1"
1074,chr11,1690000,1695000,chr11,1995000,2000000,shared,0.021629165879874,0.0203623843852893,-0.0870715220581699,-0.0870715220581699,shared,305000,1074,stable,stable,intra-TAD,ctrl,5.9058905,0.17657036,0.188543,0.026157167,0.6239,0.0141999999999999,0.4267212208557813,0.3636045139394742,-0.2787543083100167,-0.2595520491834255,-0.063116706916307,0.0192022591265911,chr11,1690000,2000000,"ENST00000252898.11,ENST00000341958.4,ENST00000381905.3,ENST00000381906.5,ENST00000381911.6,ENST00000381968.7,ENST00000381978.7,ENST00000417052.5,ENST00000424556.2,ENST00000430303.5,ENST00000464897.5,ENST00000468473.1,ENST00000475245.1,ENST00000479089.5,ENST00000479276.5,ENST00000482118.1,ENST00000483280.1,ENST00000490707.5,ENST00000494431.1"
