gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000215915	73.6847700981223	-0.903767599592841	0.795160349267127	-1.13658534461108	0.255711669464891	NA
ENSG00000160072	3767.9041155478	-0.290763209100015	0.134032303278781	-2.16935173079314	0.0300559906021033	0.178348517987862
ENSG00000290916	94.0413204320173	0.674491624764456	0.416743603706015	1.61848104869839	0.10555896775757	NA
ENSG00000284740	0	NA	NA	NA	NA	NA
ENSG00000197785	2243.64352300485	-0.162249156133274	0.164113340039105	-0.988640875230577	0.322838879904454	0.643251643546603
ENSG00000205090	57.869029815494	-0.127131400293121	0.568133103497545	-0.223770450111908	0.822935924321226	NA
ENSG00000299413	3.91073698390303	1.10190767335719	2.26797992629911	0.485854244378294	0.62707051141229	NA
ENSG00000160075	3891.85628435082	0.154198672598715	0.126576237735309	1.21822764965703	0.223137475215052	0.534798456122959
ENSG00000215014	236.651204901049	-0.0103271116865386	0.291977865471392	-0.0353695019650402	0.971785103395216	0.991123403464622
ENSG00000274481	0	NA	NA	NA	NA	NA
ENSG00000228594	1.89626737229641	-2.43818030507164	3.54667161752484	-0.687455893301225	0.491795486067482	NA
ENSG00000286989	14.480958882562	2.3035187945208	2.10735776694061	1.09308387529516	0.274356975025833	NA
ENSG00000272106	149.40805550365	-0.166423040370944	0.3294521075555	-0.505150935611812	0.613452828316555	NA
ENSG00000197530	1819.24229677826	-0.630652235360113	0.15333897703755	-4.11279798224867	3.9089242849348e-05	0.00271437563738389
ENSG00000189409	10.7627221807379	-2.99839719995309	1.35995726479222	-2.20477310396308	0.0274700202975239	NA
ENSG00000248333	3049.80541009173	0.245349006548149	0.17025631490014	1.44105671905358	0.149568659593035	0.43639294296122
ENSG00000272004	130.519502157551	-0.0388718751440373	0.336980442591097	-0.11535350492493	0.908164930567006	NA
ENSG00000189339	2351.63613513033	0.177079404685053	0.119540611221552	1.48133260216363	0.138517964889988	0.419074320126193
ENSG00000293187	10.5485950460337	0.491801602111492	1.17638632510085	0.418061304877316	0.675902295487775	NA
ENSG00000269737	0.924541531010756	1.30658135139049	4.56545543289488	0.286188611540559	0.774733665804705	NA
ENSG00000310190	33.0972354839153	-0.566595839361596	0.718725097129297	-0.788334568564073	0.430501032542186	NA
ENSG00000310238	56.1061105202405	-0.317935892650957	0.54584275658121	-0.582467915562886	0.560251546760645	NA
ENSG00000215914	0	NA	NA	NA	NA	NA
ENSG00000008128	373.413090765439	-0.354646408139642	0.260983036308266	-1.35888681945114	0.174182456125807	0.471027476393988
ENSG00000268575	287.927732123715	-0.046335344047208	0.237725454907511	-0.194911159451709	0.845462497764604	0.944476251931617
ENSG00000293188	32.1325287038931	0.646014780324321	0.821169380328788	0.786701009316328	0.43145691310599	NA
ENSG00000290854	199.468983226384	-0.0248395411918699	0.290260527132594	-0.0855767108164969	0.93180291260524	0.978665514410808
ENSG00000215790	0	NA	NA	NA	NA	NA
ENSG00000227775	1.98281742562166	0	3.93093044807828	0	1	NA
ENSG00000008130	2323.38718792609	-0.330047000474164	0.11597405000629	-2.84586940316616	0.00442903551552138	0.0565869498434872
ENSG00000302550	4.59964113554086	0.261496852314175	2.11219857685955	0.123803157136377	0.901471132014984	NA
ENSG00000078369	8650.98818211347	0.309866777336886	0.112815821437408	2.74666064908994	0.00602053926744936	0.0683891052522534
ENSG00000231050	44.128086205245	0.237953994949209	0.576484185641624	0.412767602088454	0.679776890166265	NA
ENSG00000303984	0.646694179606457	-0.250709182456266	4.77246911284333	-0.0525323845012585	0.9581044918497	NA
ENSG00000294910	4.67204317650307	1.53557057627856	1.93736351779849	0.792608388756848	0.428006019719478	NA
ENSG00000306476	11.8662015689037	-0.762162613053443	1.14625241161717	-0.66491691125706	0.506103638552056	NA
ENSG00000169885	35.6443272344247	-0.182874239528121	0.671560437832351	-0.272312407381231	0.785381816875828	NA
ENSG00000178821	47.1003562613728	0.10554199482021	0.543384944647881	0.194230620225598	0.845995307918526	NA
ENSG00000142609	39.4532026304866	0.24964507879977	0.625322045854309	0.399226415340446	0.689726381147859	NA
ENSG00000233542	4.27072782273931	-0.467390740965195	2.13987224483075	-0.218419927682254	0.827101940298932	NA
ENSG00000187730	0	NA	NA	NA	NA	NA
ENSG00000304958	3.32883147659156	0.632995668426781	1.92035254606485	0.32962471902563	0.741683542483369	NA
ENSG00000226969	8.16633537335674	-0.844436078805202	1.28770604874125	-0.65576773490398	0.511973579347096	NA
ENSG00000067606	1022.80665394732	-0.0637833008853033	0.159796010282716	-0.399154526902493	0.689779347008943	0.878494548221383
ENSG00000308181	0.4352059244594	2.9095128192504	4.85620052154574	0.599133583208028	0.549083808323413	NA
ENSG00000271806	4.11102410983864	0	3.24946503411674	0	1	NA
ENSG00000182873	33.9364166586145	0.23043402539558	0.740831468301524	0.311047836458524	0.755764255830607	NA
ENSG00000162585	1104.73951411635	-0.0765153829780385	0.171790636523134	-0.445399030626065	0.656031412634611	0.861175026420094
ENSG00000304038	1.01590684689056	-2.42262512131229	4.90429734442687	-0.493980065067896	0.621320258271582	NA
ENSG00000234396	0.415948719603708	0	4.99745499513635	0	1	NA
ENSG00000304143	0.928908535610016	0.724958780576401	4.33357165543417	0.167288979672766	0.867142674898821	NA
ENSG00000157933	2157.72134896375	0.222694095790279	0.15364276319794	1.44942782305587	0.147218143328882	0.434025392426345
ENSG00000295493	0.141107178001779	1.30636622758037	4.99594433448352	0.261485344935377	0.793718249548584	NA
ENSG00000287356	83.4509876820632	-0.314281749111094	0.438757655170517	-0.716299181125292	0.473806632327247	NA
ENSG00000116151	1218.57254522954	0.229799961107578	0.154879445151629	1.4837344031198	0.137879395545176	0.418444596365772
ENSG00000272161	1.43158897551376	0	4.51185506225359	0	1	NA
ENSG00000292993	169.499355041164	0.551841344173693	0.325030423328426	1.69781443386943	0.0895427908069494	NA
ENSG00000269896	0	NA	NA	NA	NA	NA
ENSG00000272420	20.5059820107385	-0.0608151206476959	1.0017047315053	-0.0607116236301558	0.951588874440744	NA
ENSG00000295371	0	NA	NA	NA	NA	NA
ENSG00000157916	8594.38468364108	-0.0901089808936572	0.105175748337198	-0.856746753108562	0.391584858738703	0.702248360997733
ENSG00000157911	932.169233315828	-0.0848362400251465	0.1485748277188	-0.571000090174844	0.56799958171729	0.813539977939091
ENSG00000149527	81.3240293918247	-0.302356929323459	0.549411223961764	-0.550328999730267	0.582093737124224	NA
ENSG00000224387	0	NA	NA	NA	NA	NA
ENSG00000229393	0	NA	NA	NA	NA	NA
ENSG00000157881	608.068819902796	-0.206120980295618	0.177157438748342	-1.16349040577641	0.244630588513339	0.559810428877059
ENSG00000197921	0.64842121348529	-2.422613954522	4.90429825764829	-0.493977696145195	0.621321931301618	NA
ENSG00000272449	0	NA	NA	NA	NA	NA
ENSG00000238164	2.5578517521593	0.013384869176979	2.83149036824348	0.0047271462856087	0.996228297009085	NA
ENSG00000307979	2.97940491507671	-1.48517777637995	1.97197867871052	-0.753140889612006	0.451365255328079	NA
ENSG00000157873	13.6734162328191	0.462197738615091	1.05018760008668	0.440109689523036	0.6598576644334	NA
ENSG00000225931	0	NA	NA	NA	NA	NA
ENSG00000307958	0	NA	NA	NA	NA	NA
ENSG00000228037	1.13602978615781	-2.71527831342327	4.19916607930544	-0.646623225217229	0.517875822823979	NA
ENSG00000289610	0	NA	NA	NA	NA	NA
ENSG00000157870	80.3644706936269	-0.178072513798589	0.430334554136974	-0.413800174972491	0.679020455825164	NA
ENSG00000142606	4.06565175744829	3.29050545536552	2.75422334819068	1.19471264286796	0.232199321107364	NA
ENSG00000237058	0.183742816702634	0	4.99745499518556	0	1	NA
ENSG00000215912	1.15006865307528	0.0560798175778652	4.68031877343257	0.011982050858629	0.990439935369377	NA
ENSG00000285945	0	NA	NA	NA	NA	NA
ENSG00000283259	0	NA	NA	NA	NA	NA
ENSG00000233234	0	NA	NA	NA	NA	NA
ENSG00000287396	0	NA	NA	NA	NA	NA
ENSG00000231630	0	NA	NA	NA	NA	NA
ENSG00000302855	0	NA	NA	NA	NA	NA
ENSG00000295089	0	NA	NA	NA	NA	NA
ENSG00000300015	0	NA	NA	NA	NA	NA
ENSG00000284745	0	NA	NA	NA	NA	NA
ENSG00000169717	0	NA	NA	NA	NA	NA
ENSG00000177133	1.19923850115951	1.27846179924454	4.68395129496261	0.272945152230654	0.784895377312935	NA
ENSG00000142611	3.49583932067906	1.95344738298544	2.04007416083733	0.957537436866347	0.338296059973191	NA
ENSG00000283572	0	NA	NA	NA	NA	NA
ENSG00000226286	0	NA	NA	NA	NA	NA
ENSG00000306427	0	NA	NA	NA	NA	NA
ENSG00000279839	0.280935580080021	-2.42258691388394	4.904300469049	-0.493971959746934	0.621325982588644	NA
ENSG00000306439	0	NA	NA	NA	NA	NA
ENSG00000272235	21.5805452323947	0.708383303389967	0.902327330814703	0.785062448180944	0.432416955398347	NA
ENSG00000287828	48.1594201529038	0.0624066988623374	0.605170414033192	0.103122521219146	0.91786573096238	NA
ENSG00000286518	0	NA	NA	NA	NA	NA
ENSG00000295754	0.415948719603708	0	4.99745499513635	0	1	NA
ENSG00000297626	11.6213133178822	-0.0973796920589935	1.06990898429487	-0.091016800016099	0.927479241980762	NA
ENSG00000130762	4271.16468586663	-0.158169227850662	0.114921267376236	-1.37632686674815	0.168720458606241	0.464220016533114
ENSG00000272088	9.21665618161069	0.900786480672251	1.3413323930818	0.671560968271731	0.501863233642765	NA
ENSG00000162591	693.798775784608	0.0379902623910999	0.238872421996331	0.159039968170471	0.873637384513532	0.955546008600681
ENSG00000207776	1.40335394190494	-1.30686632217217	3.9279846894356	-0.332706572326264	0.739355787935409	NA
ENSG00000309127	0.44114811968643	2.92789974472519	4.85530167817608	0.603031477505445	0.546487749072646	NA
ENSG00000238260	44.3951870042677	0.0772695470430949	0.577138754999918	0.133883830142555	0.893494436837998	NA
ENSG00000158109	1037.50780510796	0.267246918293357	0.162352558634679	1.64608996951325	0.0997452372321757	0.349963289488891
ENSG00000116213	1618.1942620033	-0.129625307835517	0.129082854856954	-1.00420236273178	0.315281083507858	0.634806544736395
ENSG00000078900	306.546876050141	-0.354708509918498	0.30068130380852	-1.17968262550964	0.238126466709908	0.552173198298109
ENSG00000227589	1.66835618826801	0.0899359582908898	2.8847122784698	0.0311767516511548	0.975128580394688	NA
ENSG00000235131	0.415948719603708	0	4.99745499513635	0	1	NA
ENSG00000293478	12.4097794457306	0	4.99745499509179	0	1	NA
ENSG00000276189	0	NA	NA	NA	NA	NA
ENSG00000227372	0	NA	NA	NA	NA	NA
ENSG00000162592	0.14046779004001	-1.52409863919699	4.98923698529907	-0.305477299171756	0.760002656858334	NA
ENSG00000296834	0.507953423445279	-1.52412048287211	4.989235510997	-0.305481767600011	0.759999254099581	NA
ENSG00000235169	6.35559513648005	-1.19533438884757	1.48451833834616	-0.805200150089925	0.42070418988299	NA
ENSG00000130764	4004.0646897497	0.349080391648785	0.140953201683667	2.4765694392115	0.0132651818357642	0.11045796666383
ENSG00000266075	0	NA	NA	NA	NA	NA
ENSG00000272153	1.06264289921017	-0.248337902879197	4.33288707434624	-0.0573146492438109	0.954294551126627	NA
ENSG00000116198	2493.91415355999	0.252483942722792	0.108355520691776	2.33014378142299	0.0197985531157532	0.139202648615609
ENSG00000169598	511.044319654509	0.0683651828790822	0.202278021249394	0.337976328109285	0.735381026632349	0.898780204037183
ENSG00000198912	1388.03419673882	0.104709278017068	0.145927171079282	0.717544767315331	0.473038023939693	0.759942322338895
ENSG00000236423	221.288869039049	-0.16564775671603	0.260610342721078	-0.63561466895931	0.525027606088754	0.787928656328847
ENSG00000233304	8.93690794559711	-1.57029959338218	1.97230333251666	-0.796175500742311	0.425930035276449	NA
ENSG00000226374	0	NA	NA	NA	NA	NA
ENSG00000284668	0.856395573287144	-2.42450308511558	4.64981484474298	-0.521419274975365	0.602074726962261	NA
ENSG00000284703	0.367485633405269	0	4.99745499514185	0	1	NA
ENSG00000296871	0	NA	NA	NA	NA	NA
ENSG00000308587	0	NA	NA	NA	NA	NA
ENSG00000229280	0	NA	NA	NA	NA	NA
ENSG00000301255	0.29409874645762	2.34211587237904	4.89027728391136	0.478933143542682	0.631986191506558	NA
ENSG00000299169	2.42096700730361	0.549102459851337	2.45865031473108	0.223334915323815	0.823274854936859	NA
ENSG00000302287	4.32062629477787	-0.406973636330761	1.8813178495779	-0.21632369906131	0.8287354372012	NA
ENSG00000235054	0	NA	NA	NA	NA	NA
ENSG00000306535	0	NA	NA	NA	NA	NA
ENSG00000284694	0	NA	NA	NA	NA	NA
ENSG00000299517	0	NA	NA	NA	NA	NA
ENSG00000227169	0	NA	NA	NA	NA	NA
ENSG00000295490	0	NA	NA	NA	NA	NA
ENSG00000232596	0	NA	NA	NA	NA	NA
ENSG00000300565	0	NA	NA	NA	NA	NA
ENSG00000303830	0	NA	NA	NA	NA	NA
ENSG00000196581	0	NA	NA	NA	NA	NA
ENSG00000287586	0	NA	NA	NA	NA	NA
ENSG00000284739	0	NA	NA	NA	NA	NA
ENSG00000284674	0.367485633405269	0	4.99745499514185	0	1	NA
ENSG00000309102	0	NA	NA	NA	NA	NA
ENSG00000309111	0	NA	NA	NA	NA	NA
ENSG00000231510	0	NA	NA	NA	NA	NA
ENSG00000296716	0	NA	NA	NA	NA	NA
ENSG00000302269	0	NA	NA	NA	NA	NA
ENSG00000306645	0	NA	NA	NA	NA	NA
ENSG00000284616	0	NA	NA	NA	NA	NA
ENSG00000302445	1.99155143482018	0.32024040352218	2.96785068146102	0.107903138632477	0.914072527392376	NA
ENSG00000302452	0	NA	NA	NA	NA	NA
ENSG00000295735	0	NA	NA	NA	NA	NA
ENSG00000284692	0	NA	NA	NA	NA	NA
ENSG00000284666	0	NA	NA	NA	NA	NA
ENSG00000260972	0	NA	NA	NA	NA	NA
ENSG00000299325	0	NA	NA	NA	NA	NA
ENSG00000283356	0	NA	NA	NA	NA	NA
ENSG00000289893	1.30973900236767	2.34079863235791	4.0482092183149	0.578230646224429	0.563108410833176	NA
ENSG00000264341	0	NA	NA	NA	NA	NA
ENSG00000295108	0	NA	NA	NA	NA	NA
ENSG00000295122	0.557055897605487	1.30633470522113	4.99594433441225	0.261479035349342	0.793723114672806	NA
ENSG00000298180	0	NA	NA	NA	NA	NA
ENSG00000264101	4.44056056981104	-2.43416327701765	2.27334971365703	-1.07073859441623	0.284286984053789	NA
ENSG00000131697	679.261097521498	-0.363416293132589	0.235474186608766	-1.54333813980382	0.122748754313193	0.393987343878158
ENSG00000299539	0	NA	NA	NA	NA	NA
ENSG00000069424	225.809010908328	0.0637405921190587	0.273683018007991	0.23289933216535	0.815839577039502	0.932793061121288
ENSG00000116254	315.321563685773	0.201379532161245	0.348559270235677	0.577748318170059	0.563434052375637	0.810627312854929
ENSG00000285629	9.0658109979375	0.433273110353504	1.26286987252081	0.343086108696733	0.731533681264373	NA
ENSG00000116251	4376.40850708532	-0.226726167930219	0.148061237709108	-1.53129996370597	0.125695274532925	0.39922708214024
ENSG00000226944	45.3840453869718	0.125269304867269	0.662028886879332	0.189220300427921	0.849920157623189	NA
ENSG00000158286	3097.11409134582	-0.732746452502256	0.137371602983337	-5.33404602253305	9.60481624628732e-08	6.29725845057438e-05
