Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,chr1,start1,end1,chr2,start2,end2,status,ctrl_signal,rbp1_signal,log2FC,log2FC_clipped,condition,distance,loop_id,comp_switch_A1,comp_switch_A2,loop_class,source,CTCF_signal,H3K27me3_signal,H3K4me3_signal,rad21_signal,GC_mean,GC_diff,E1_anchor1_ctrl,E1_anchor1_rbp1,E1_anchor2_ctrl,E1_anchor2_rbp1,delta_E1_anchor1,delta_E1_anchor2,ATAC_signal,status_slop,status_slop2,status_slop3,anchor1_id,anchor2_id,cre_categorization,gene_id
154,154,154,154,chr1,43525000,43530000,chr1,43930000,43935000,shared,0.0124144966240663,0.0144906038177603,0.2230919475577673,0.2230919475577673,shared,405000,154,stable,stable,intra-TAD,ctrl,2.871373,0.6474254,0.19032171,0.04691621,0.5498000000000001,0.0819999999999999,0.6540040917416834,0.6267094808799777,0.7163027195040411,0.7313121754158787,-0.0272946108617057,0.0150094559118375,0.047225446,shared_2.5kb,shared_10kb,shared_0kb,anchor1_154,anchor2_154,promoter-enhancer,PTPRF
349,349,349,349,chr1,117072500,117077500,chr1,117752500,117757500,shared,0.0037937958215565,0.0053472345477973,0.495150923230958,0.495150923230958,shared,680000,349,stable,stable,inter-TAD,ctrl,3.6544747,0.0941708,0.19711314,0.040582474,0.4168,0.0008,0.2451744084333047,0.2880007911217695,-0.3453826947205776,-0.2404503039814492,0.0428263826884647,0.1049323907391283,0.059854858,shared_2.5kb,shared_10kb,shared_0kb,anchor1_349,anchor2_349,enhancer-enhancer,TENT5C
354,354,354,354,chr1,119370000,119375000,chr1,119675000,119680000,shared,0.0115192215699146,0.0122235866344212,0.0856244340118593,0.0856244340118593,shared,305000,354,stable,stable,uncategorized,ctrl,10.408722,2.1423893,0.188543,0.049376596,0.4348999999999999,0.0306,-0.0301057595925617,0.0283350693660673,0.398298587947924,0.4107340649307017,0.0584408289586291,0.0124354769827776,0.060593024,shared_2.5kb,shared_10kb,shared_0kb,anchor1_354,anchor2_354,enhancer-enhancer,PHGDH
358,358,358,358,chr1,119472500,119477500,chr1,119672500,119677500,shared,0.0152297063837252,0.0147930116442578,-0.0419723338289634,-0.0419723338289634,shared,200000,358,stable,stable,uncategorized,ctrl,0.48943868,1.9305044,0.33080965,0.024441104,0.4363,0.0438,0.2777566518462581,0.242706027796634,0.398298587947924,0.4107340649307017,-0.035050624049624,0.0124354769827776,0.04190649,shared_2.5kb,shared_10kb,shared_0kb,anchor1_358,anchor2_358,enhancer-other,PHGDH
359,359,359,359,chr1,119615000,119620000,chr1,119665000,119670000,shared,0.0488960888013902,0.0526661230695396,0.1071561931635301,0.1071561931635301,shared,50000,359,stable,stable,intra-TAD,ctrl,2.3819346,0.3766837,0.18854299,0.033580974,0.4501,0.0178,0.430220709901418,0.3769667661271076,0.398298587947924,0.4107340649307017,-0.0532539437743104,0.0124354769827776,0.03891026,shared_2.5kb,shared_10kb,shared_0kb,anchor1_359,anchor2_359,enhancer-enhancer,PHGDH
366,366,366,366,chr1,151020000,151025000,chr1,151155000,151160000,shared,0.0247140101825227,0.0213307491824131,-0.2123944892876031,-0.2123944892876031,shared,135000,366,stable,stable,intra-TAD,ctrl,1.1093941,6.568424,0.2033571,0.02716405,0.4861,0.0146,1.124369884870208,1.2036893804963158,1.165267131133766,1.1605344495137022,0.0793194956261078,-0.0047326816200639,0.037957467,shared_2.5kb,shared_10kb,shared_0kb,anchor1_366,anchor2_366,promoter-enhancer,GABPB2
461,461,461,461,chr1,180182500,180187500,chr1,180412500,180417500,shared,0.0169869457235968,0.0180077307201567,0.0841899113562309,0.0841899113562309,shared,230000,461,stable,stable,intra-TAD,ctrl,1.337799,0.28251272,0.3504934,0.02716623,0.458,0.1964,0.37102562855416,0.4025069119288957,0.1231900090210444,0.0340912655615288,0.0314812833747357,-0.0890987434595155,0.08185191,shared_2.5kb,shared_10kb,shared_0kb,anchor1_461,anchor2_461,enhancer-enhancer,QSOX1
462,462,462,462,chr1,180182500,180187500,chr1,180482500,180487500,shared,0.0173396903315414,0.0175187686710968,0.0148232430612663,0.0148232430612663,shared,300000,462,stable,stable,intra-TAD,ctrl,0.78310174,3.0840979,0.188543,0.035261177,0.4641,0.1842,0.37102562855416,0.4025069119288957,0.1720394984607086,0.1800469645506193,0.0314812833747357,0.0080074660899107,0.0557066,shared_2.5kb,shared_10kb,shared_0kb,anchor1_462,anchor2_462,enhancer-enhancer,QSOX1
471,471,471,471,chr1,182960000,182965000,chr1,183185000,183190000,shared,0.017321224219027,0.0144544423044266,-0.2610279531937948,-0.2610279531937948,shared,225000,471,stable,stable,intra-TAD,ctrl,11.257084,0.30605543,0.188543,0.03904689,0.4139,0.0445999999999999,0.7811391151054131,0.7698388092761858,1.004239781337547,1.033380411514525,-0.0113003058292273,0.0291406301769781,0.056218643,shared_2.5kb,shared_10kb,shared_0kb,anchor1_471,anchor2_471,promoter-enhancer,LAMC2
518,518,518,518,chr1,203502500,203507500,chr1,203702500,203707500,shared,0.0508198836605689,0.0532010571647425,0.0660618412766154,0.0660618412766154,shared,200000,518,stable,stable,inter-TAD,ctrl,1.3377981,3.731524,0.20154595,0.025209574,0.4767,0.0449999999999999,0.9092108466143513,0.8887131216410273,0.9018638812509217,0.8951660652347022,-0.0204977249733239,-0.0066978160162194,0.050826043,shared_2.5kb,shared_10kb,shared_0kb,anchor1_518,anchor2_518,enhancer-enhancer,ATP2B4
534,534,534,534,chr1,206725000,206730000,chr1,206980000,206985000,shared,0.0179049815231394,0.0134741908055977,-0.4101623955569475,-0.4101623955569475,shared,255000,534,stable,stable,intra-TAD,ctrl,8.353084,0.54148275,0.188543,0.034298327,0.4770999999999999,0.0729999999999999,0.8988007214306486,0.8004035266246189,0.9174082434016828,0.8341495304181442,-0.0983971948060297,-0.0832587129835384,0.08589515,shared_2.5kb,shared_10kb,shared_0kb,anchor1_534,anchor2_534,enhancer-enhancer,PIGR
535,535,535,535,chr1,207080000,207085000,chr1,207500000,207505000,shared,0.0228998926157486,0.016992736002799,-0.4304226733670424,-0.4304226733670424,shared,420000,535,stable,,intra-TAD,ctrl,11.126568,1.0241089,0.27724552,0.042123243,0.3759,0.0121999999999999,0.7378097770916262,0.680921915637827,,0.5718480492362709,-0.0568878614537992,,0.09791305,shared_2.5kb,shared_10kb,shared_0kb,anchor1_535,anchor2_535,enhancer-other,CR2
550,550,550,550,chr1,211320000,211325000,chr1,211655000,211660000,shared,0.0113073357113913,0.0091424579588691,-0.3066050421188317,-0.3066050421188317,shared,335000,550,stable,stable,intra-TAD,ctrl,1.4030577,17.092028,0.188543,0.038021993,0.4134,0.0479999999999999,0.3112561609723406,0.3146692651951719,0.3907118409325213,0.3472896655700541,0.0034131042228313,-0.0434221753624672,0.054930747,shared_2.5kb,shared_10kb,shared_0kb,anchor1_550,anchor2_550,enhancer-enhancer,SLC30A1
551,551,551,551,chr1,211470000,211475000,chr1,211655000,211660000,shared,0.0150610609775286,0.0175785633164232,0.2229937605055821,0.2229937605055821,shared,185000,551,stable,stable,intra-TAD,ctrl,7.0479126,0.75336707,0.22649646,0.038575195,0.4335,0.0078,0.3042205339628572,0.2196120986917207,0.3907118409325213,0.3472896655700541,-0.0846084352711365,-0.0434221753624672,0.06577541,shared_2.5kb,shared_10kb,shared_0kb,anchor1_551,anchor2_551,enhancer-enhancer,SLC30A1
552,552,552,552,chr1,211515000,211520000,chr1,211655000,211660000,shared,0.0168422216817713,0.0168334753818367,-0.0007493976324684,-0.0007493976324684,shared,140000,552,stable,stable,intra-TAD,ctrl,2.3166757,15.079125,0.188543,0.023335839,0.4838,0.0928,0.5205539215558829,0.5277318846059218,0.3907118409325213,0.3472896655700541,0.0071779630500389,-0.0434221753624672,0.055838324,shared_2.5kb,shared_10kb,shared_0kb,anchor1_552,anchor2_552,enhancer-enhancer,SLC30A1
553,553,553,553,chr1,211572500,211577500,chr1,211662500,211667500,shared,0.0224491896218745,0.0219748948760092,-0.0308071032444731,-0.0308071032444731,shared,90000,553,stable,stable,inter-TAD,ctrl,2.3493054,15.079125,0.188543,0.022722209,0.3499,0.0389999999999999,0.5231398926909219,0.5990444871309677,0.3907118409325213,0.3472896655700541,0.0759045944400458,-0.0434221753624672,0.0573354,shared_2.5kb,shared_10kb,shared_0kb,anchor1_553,anchor2_553,enhancer-enhancer,SLC30A1
583,583,583,583,chr1,221972500,221977500,chr1,223022500,223027500,shared,0.0127615146022477,0.0122835218345046,-0.0550753075778176,-0.0550753075778176,shared,1050000,583,stable,stable,intra-TAD,ctrl,1.0115064,0.9181661,0.22233844,0.038887814,0.4726,0.0292,0.2454996744849889,0.0961672346765451,0.1102158838223266,0.1961447135994642,-0.1493324398084438,0.0859288297771376,0.02807654,shared_2.5kb,shared_10kb,shared_0kb,anchor1_583,anchor2_583,enhancer-enhancer,LINC02474
599,599,599,599,chr1,225470000,225475000,chr1,225975000,225980000,shared,0.0367964289799033,0.0311493342961174,-0.2403644311850475,-0.2403644311850475,shared,505000,599,stable,stable,intra-TAD,ctrl,1.0115066,0.09417095,0.188543,0.023811148,0.5255000000000001,0.0978,0.5536023423510736,0.5184257428331488,0.6773828448405971,0.667520620029376,-0.0351765995179248,-0.0098622248112211,0.051998124,shared_2.5kb,shared_10kb,shared_0kb,anchor1_599,anchor2_599,enhancer-enhancer,EPHX1
600,600,600,600,chr1,225472500,225477500,chr1,225842500,225847500,shared,0.0194003799284298,0.0194394671680292,0.0029037697099667,0.0029037697099667,shared,370000,600,stable,stable,intra-TAD,ctrl,3.1650352,0.18834175,0.188543,0.022864424,0.5648,0.016,0.5536023423510736,0.5184257428331488,0.8571616615919013,0.9435477656507496,-0.0351765995179248,0.0863861040588481,0.15454017,shared_2.5kb,shared_10kb,shared_0kb,anchor1_600,anchor2_600,enhancer-enhancer,EPHX1
611,611,611,611,chr1,229260000,229265000,chr1,230310000,230315000,shared,0.0057393994550177,0.0091515361682276,0.6731141454841469,0.6731141454841469,shared,1050000,611,stable,stable,uncategorized,ctrl,32.694473,4.826262,0.18854302,0.073224895,0.4576,0.0171999999999999,0.7201632949968731,0.5949655458790772,0.3387232611360588,0.4141314527891927,-0.1251977491177959,0.0754081916531339,0.077373795,shared_2.5kb,shared_10kb,shared_0kb,anchor1_611,anchor2_611,enhancer-other,GALNT2
613,613,613,613,chr1,229412500,229417500,chr1,231832500,231837500,shared,0.0133079307330256,0.0072494672108551,-0.8763393868691571,-0.8763393868691571,shared,2420000,613,stable,stable,intra-TAD,ctrl,6.1995535,3.2959843,0.188543,0.04420653,0.4642,0.0315999999999999,0.8345633768144821,0.7862993793758744,0.4468084804185341,0.4259210368579277,-0.0482639974386077,-0.0208874435606064,0.05470428,shared_2.5kb,shared_10kb,shared_0kb,anchor1_613,anchor2_613,enhancer-other,GALNT2
677,677,677,677,chr10,4810000,4815000,chr10,5290000,5295000,shared,0.0099178996591347,0.0105226700172456,0.0853942852515166,0.0853942852515166,shared,480000,677,stable,stable,uncategorized,ctrl,8.90778,0.25896993,0.2385563,0.033123225,0.4515,0.0382,,,1.2664833925415002,1.0553320023207464,,-0.2111513902207538,0.1974998,shared_2.5kb,shared_10kb,shared_0kb,anchor1_677,anchor2_677,enhancer-enhancer,AKR1C3
678,678,678,678,chr10,4822500,4827500,chr10,5422500,5427500,shared,0.0067470531620028,0.0086717237791468,0.3620612738886894,0.3620612738886894,shared,600000,678,stable,stable,intra-TAD,ctrl,3.1976657,0.0,0.20279336,0.03605101,0.4069,0.1533999999999999,0.6532835022970065,0.7902110052109032,0.6955319472677131,0.632639845429182,0.1369275029138966,-0.0628921018385311,0.04334237,shared_2.5kb,shared_10kb,shared_0kb,anchor1_678,anchor2_678,promoter-enhancer,AKR1C3
679,679,679,679,chr10,4842500,4847500,chr10,5382500,5387500,shared,0.011186387458625,0.0125458578393673,0.1654669138938642,0.1654669138938642,shared,540000,679,stable,stable,intra-TAD,ctrl,0.0,0.1883416,0.188543,0.024878193,0.4825,0.1174,0.4477152643777058,0.4245520981219675,0.4443354991435553,0.5330070817580725,-0.0231631662557383,0.0886715826145171,0.039948877,shared_2.5kb,shared_10kb,shared_0kb,anchor1_679,anchor2_679,enhancer-other,AKR1C3
680,680,680,680,chr10,4850000,4855000,chr10,5430000,5435000,shared,0.0084647908271977,0.0093512821917772,0.1436897740278121,0.1436897740278121,shared,580000,680,stable,stable,intra-TAD,ctrl,14.063206,2.1423895,0.188543,0.044644315,0.3954999999999999,0.065,0.5302959805578267,0.4743259390693452,0.7233611313520499,0.5805510308888352,-0.0559700414884814,-0.1428101004632147,0.055487044,shared_2.5kb,shared_10kb,shared_0kb,anchor1_680,anchor2_680,enhancer-enhancer,AKR1C3
681,681,681,681,chr10,4850000,4855000,chr10,5280000,5285000,shared,0.0215687120948329,0.0216096674424791,0.0027368370605727,0.0027368370605727,shared,430000,681,stable,stable,intra-TAD,ctrl,13.019071,3.1782703,0.188543,0.048301168,0.4126999999999999,0.0306,0.6442865442533705,0.5690593111005428,0.5553875811382921,0.5014993307631576,-0.0752272331528277,-0.0538882503751345,0.047414906,shared_2.5kb,shared_10kb,shared_0kb,anchor1_681,anchor2_681,enhancer-enhancer,AKR1C3
683,683,683,683,chr10,5090000,5095000,chr10,5285000,5290000,shared,0.0210600949092879,0.0190455712359346,-0.1450563785555786,-0.1450563785555786,shared,195000,683,stable,stable,intra-TAD,ctrl,2.6103392,0.094170995,0.19062471,0.027144631,0.3822,0.0499999999999999,0.8198906163178981,0.7089442935848639,1.1088488534145315,0.9499484856965223,-0.1109463227330341,-0.158900367718009,0.061717734,shared_2.5kb,shared_10kb,shared_0kb,anchor1_683,anchor2_683,promoter-other,AKR1C3
816,816,816,816,chr10,58412500,58417500,chr10,58532500,58537500,shared,0.0140855426180094,0.0159961492154886,0.1835095022991007,0.1835095022991007,shared,120000,816,stable,stable,intra-TAD,ctrl,8.450968,0.2825125,0.37554055,0.038777385,0.393,0.0952,0.6540040917416834,0.6267094808799777,0.7571364703920895,0.8062346734826566,-0.0272946108617057,0.0490982030905671,0.17151354,shared_2.5kb,shared_10kb,shared_0kb,anchor1_816,anchor2_816,enhancer-enhancer,BICC1
817,817,817,817,chr10,58775000,58780000,chr10,59225000,59230000,shared,0.0129985830805001,0.0131691160996884,0.0188041464737672,0.0188041464737672,shared,450000,817,stable,stable,intra-TAD,ctrl,22.612055,0.45908308,0.188543,0.057804607,0.3557,0.0541999999999999,0.6821930392592275,0.6003255057036871,0.8290621739565386,0.8459772729790103,-0.0818675335555403,0.0169150990224716,0.06303917,shared_2.5kb,shared_10kb,shared_0kb,anchor1_817,anchor2_817,enhancer-other,BICC1
818,818,818,818,chr10,58780000,58785000,chr10,59620000,59625000,shared,0.0134989560069952,0.0130919866384122,-0.044163800201176,-0.044163800201176,shared,840000,818,stable,stable,uncategorized,ctrl,13.508501,2.1070743,0.20374808,0.061077416,0.4033,0.0585999999999999,0.7163027195040411,0.7313121754158787,0.7439407787766186,0.7033969018863538,0.0150094559118375,-0.0405438768902647,0.0601273,shared_2.5kb,shared_10kb,shared_0kb,anchor1_818,anchor2_818,enhancer-enhancer,BICC1
819,819,819,819,chr10,58782500,58787500,chr10,59172500,59177500,shared,0.014680338651065,0.0101188736654415,-0.536836536952148,-0.536836536952148,shared,390000,819,stable,stable,inter-TAD,ctrl,14.55263,0.3649122,0.5279731,0.04763975,0.4086,0.1008,0.7172020243528205,0.7021471368663228,0.8212036152643424,0.8577909314291157,-0.0150548874864977,0.0365873161647732,0.093461715,shared_2.5kb,shared_10kb,shared_0kb,anchor1_819,anchor2_819,promoter-enhancer,BICC1
855,855,855,855,chr10,69005000,69010000,chr10,69390000,69395000,shared,0.0085844229541446,0.0041395553685201,-1.052245343835987,-1.052245343835987,shared,385000,855,stable,stable,intra-TAD,ctrl,8.353085,1.0476515,0.2191957,0.06082794,0.4298999999999999,0.1446,0.3714430577126117,0.3599574292253194,0.0594123256548215,0.0903266610461902,-0.0114856284872922,0.0309143353913687,0.04221618,shared_2.5kb,shared_10kb,shared_0kb,anchor1_855,anchor2_855,enhancer-enhancer,HK1
857,857,857,857,chr10,69232500,69237500,chr10,69512500,69517500,shared,0.0131951912821769,0.0116600926957652,-0.1784330068695953,-0.1784330068695953,shared,280000,857,stable,stable,inter-TAD,ctrl,1.566204,0.1883418,0.188543,0.02565104,0.4616,0.028,-0.0535871690380191,0.0191841027307165,-0.2417314881176106,-0.2414341051207853,0.0727712717687357,0.0002973829968252,0.04613012,shared_2.5kb,shared_10kb,shared_0kb,anchor1_857,anchor2_857,promoter-other,HK1
970,970,970,970,chr10,99395000,99400000,chr10,99605000,99610000,shared,0.0115074349962955,0.0078094305917872,-0.5592770267868152,-0.5592770267868152,shared,210000,970,stable,stable,intra-TAD,ctrl,0.52206796,2.1894746,0.188543,0.028157156,0.4334,0.0111999999999999,0.3642203395692471,0.3205994292022827,0.2184232506561531,0.1681726790254594,-0.0436209103669644,-0.0502505716306937,0.036088273,shared_2.5kb,shared_10kb,shared_0kb,anchor1_970,anchor2_970,enhancer-enhancer,GOT1
976,976,976,976,chr10,100300000,100305000,chr10,100510000,100515000,shared,0.0121198064341351,0.0138559183107286,0.1931356719557922,0.1931356719557922,shared,210000,976,stable,stable,intra-TAD,ctrl,1.109394,0.15302755,0.188543,0.024358258,0.4286999999999999,0.0117999999999999,-0.7112119941857005,-0.7196380849793442,-0.781322344121064,-0.684104729040443,-0.0084260907936437,0.0972176150806211,0.070847854,shared_2.5kb,shared_10kb,shared_0kb,anchor1_976,anchor2_976,enhancer-enhancer,SCD
977,977,977,977,chr10,100332500,100337500,chr10,100432500,100437500,shared,0.0455952310689645,0.0434368968652822,-0.0699618962286553,-0.0699618962286553,shared,100000,977,stable,stable,inter-TAD,ctrl,3.1324062,3.9198666,0.18874487,0.03381473,0.443,0.022,0.1078981322171838,0.0833486913108794,0.1991792975055635,0.1867549268547119,-0.0245494409063044,-0.0124243706508516,0.042348463,shared_2.5kb,shared_10kb,shared_0kb,anchor1_977,anchor2_977,enhancer-other,SCD
978,978,978,978,chr10,100340000,100345000,chr10,100510000,100515000,shared,0.0156546380570402,0.0110298046272965,-0.5051829165743308,-0.5051829165743308,shared,170000,978,stable,stable,intra-TAD,ctrl,3.1324062,3.7315247,0.188543,0.033470053,0.4613,0.0534,0.1991792975055635,0.1867549268547119,-0.3025199231502548,-0.2980316042471858,-0.0124243706508516,0.004488318903069,0.03858018,shared_2.5kb,shared_10kb,shared_0kb,anchor1_978,anchor2_978,enhancer-enhancer,SCD
1000,1000,1000,1000,chr10,104285000,104290000,chr10,104350000,104355000,shared,0.0226980299198572,0.0218816689343773,-0.0528443059767845,-0.0528443059767845,shared,65000,1000,stable,stable,uncategorized,ctrl,4.600722,0.0,0.60367304,0.031785406,0.4254,0.0572,0.4515102465015367,0.3745814544580949,0.3938708673237049,0.2341632488880032,-0.0769287920434417,-0.1597076184357016,0.18427536,shared_2.5kb,shared_10kb,shared_0kb,anchor1_1000,anchor2_1000,promoter-enhancer,ITPRIP
1070,1070,1070,1070,chr11,195000,200000,chr11,355000,360000,shared,,,0.0,0.0,shared,160000,1070,,,uncategorized,ctrl,4.2091694,0.09417095,0.20163627,0.04318998,0.5738000000000001,0.0899999999999999,1.2005231208288287,1.2381376620994216,1.2199064214499646,1.093516011607368,0.0376145412705928,-0.1263904098425965,0.03238257,shared_2.5kb,shared_10kb,shared_0kb,anchor1_1070,anchor2_1070,enhancer-other,"ENSG00000255026,PGGHG"
1072,1072,1072,1072,chr11,1640000,1645000,chr11,2150000,2155000,shared,0.0091167867481044,0.0072926814545693,-0.3220760513903422,-0.3220760513903422,shared,510000,1072,stable,stable,uncategorized,ctrl,31.813505,0.1883418,0.34460104,0.04074143,0.5843,0.029,0.5539903089587324,0.5184344591791533,0.1211130302984513,0.1626824596187127,-0.035555849779579,0.0415694293202614,0.115733646,shared_2.5kb,shared_10kb,shared_0kb,anchor1_1072,anchor2_1072,enhancer-other,"SYT8,TNNI2"
1073,1073,1073,1073,chr11,1662500,1667500,chr11,1992500,1997500,shared,,,0.0,0.0,shared,330000,1073,stable,stable,intra-TAD,ctrl,17.815552,0.0941709,0.21326053,0.033964124,0.6163,0.0585999999999999,0.5539903089587324,0.5184344591791533,-0.421675428992501,-0.4096592813303137,-0.035555849779579,0.0120161476621872,0.2239618,shared_2.5kb,shared_10kb,shared_0kb,anchor1_1073,anchor2_1073,promoter-other,"SYT8,TNNI2"
1074,1074,1074,1074,chr11,1690000,1695000,chr11,1995000,2000000,shared,0.021629165879874,0.0203623843852893,-0.0870715220581699,-0.0870715220581699,shared,305000,1074,stable,stable,intra-TAD,ctrl,5.9058905,0.17657036,0.188543,0.026157167,0.6239,0.0141999999999999,0.4267212208557813,0.3636045139394742,-0.2787543083100167,-0.2595520491834255,-0.063116706916307,0.0192022591265911,0.047630318,shared_2.5kb,shared_10kb,shared_0kb,anchor1_1074,anchor2_1074,enhancer-other,"SYT8,TNNI2"
1075,1075,1075,1075,chr11,1690000,1695000,chr11,1945000,1950000,shared,0.0158455618491703,0.0138563246370779,-0.1935341792675875,-0.1935341792675875,shared,255000,1075,stable,stable,intra-TAD,ctrl,2.3493052,2.1070745,0.188543,0.034311134,0.6313,0.029,0.4267212208557813,0.3636045139394742,0.3344998847887498,0.4508272121784905,-0.063116706916307,0.1163273273897406,0.04582621,shared_2.5kb,shared_10kb,shared_0kb,anchor1_1075,anchor2_1075,enhancer-other,"SYT8,TNNI2"
1076,1076,1076,1076,chr11,1760000,1765000,chr11,1825000,1830000,shared,0.0328527314470266,0.0362574834271139,0.1422654691284085,0.1422654691284085,shared,65000,1076,stable,stable,intra-TAD,ctrl,3.5565858,0.44731185,0.1978982,0.028745078,0.6308,0.0123999999999999,0.4267212208557813,0.3636045139394742,0.3522981957290059,0.316218291702098,-0.063116706916307,-0.0360799040269079,0.05591611,shared_2.5kb,shared_10kb,shared_0kb,anchor1_1076,anchor2_1076,promoter-enhancer,SYT8
