chrom1	start1	end1	chrom2	start2	end2	bin1	bin2	kernel_id	iteration	score	pvalue	qvalue
chr1	16575000	16580000	chr1	16630000	16635000	3315	3326	0	0	0.3462458219	0.0000006411	0.0000006859
chr1	16620000	16625000	chr1	16945000	16950000	3324	3389	0	0	0.3136071028	0.0000361610	0.0000363030
chr1	16950000	16955000	chr1	17045000	17050000	3390	3409	0	0	0.5228726780	0.0000000000	0.0000000000
chr1	17060000	17065000	chr1	17115000	17120000	3412	3423	0	0	0.5048742162	0.0000000000	0.0000000000
chr1	17060000	17065000	chr1	17335000	17340000	3412	3467	0	0	0.3343933572	0.0000000117	0.0000000150
chr1	17125000	17130000	chr1	17230000	17235000	3425	3446	0	0	0.5154436115	0.0000000000	0.0000000000
chr1	17415000	17420000	chr1	17480000	17485000	3483	3496	0	0	0.3815235697	0.0000000000	0.0000000000
chr1	17500000	17505000	chr1	17615000	17620000	3500	3523	0	0	0.5980768729	0.0000000000	0.0000000000
chr1	18545000	18550000	chr1	18565000	18570000	3709	3713	0	0	0.3989574096	0.0000000011	0.0000000016
chr1	18600000	18605000	chr1	18680000	18685000	3720	3736	0	0	0.7190607581	0.0000000000	0.0000000000
chr1	18600000	18605000	chr1	18815000	18820000	3720	3763	0	0	0.6425238768	0.0000000000	0.0000000000
chr1	18910000	18915000	chr1	19095000	19100000	3782	3819	0	0	0.5408426151	0.0000000000	0.0000000000
chr1	19270000	19275000	chr1	19305000	19310000	3854	3861	0	0	0.4017218941	0.0000000016	0.0000000022
chr1	19340000	19345000	chr1	19580000	19585000	3868	3916	0	0	0.3285208967	0.0000000220	0.0000000272
chr1	19385000	19390000	chr1	19575000	19580000	3877	3915	0	0	0.3534752188	0.0000000004	0.0000000006
chr1	19600000	19605000	chr1	19635000	19640000	3920	3927	0	0	0.4780014152	0.0000000000	0.0000000000
chr1	19670000	19675000	chr1	19695000	19700000	3934	3939	0	0	0.4113689506	0.0000000008	0.0000000011
chr1	19715000	19720000	chr1	19870000	19875000	3943	3974	0	0	0.4995217538	0.0000000000	0.0000000000
chr1	19720000	19725000	chr1	19740000	19745000	3944	3948	0	0	0.3422441546	0.0000002698	0.0000002970
chr1	19760000	19765000	chr1	19870000	19875000	3952	3974	0	0	0.3938219044	0.0000000000	0.0000000000
chr1	19815000	19820000	chr1	19865000	19870000	3963	3973	0	0	0.3915059082	0.0000000000	0.0000000000
chr1	19915000	19920000	chr1	20150000	20155000	3983	4030	0	0	0.6172151118	0.0000000000	0.0000000000
chr1	19935000	19940000	chr1	19960000	19965000	3987	3992	0	0	0.3206558556	0.0000008225	0.0000008737
chr1	19970000	19975000	chr1	20150000	20155000	3994	4030	0	0	0.3165951512	0.0000000295	0.0000000359
chr1	20095000	20100000	chr1	20150000	20155000	4019	4030	0	0	0.4221299398	0.0000000000	0.0000000000
chr1	20175000	20180000	chr1	20195000	20200000	4035	4039	0	0	0.4674566462	0.0000000000	0.0000000000
chr1	20210000	20215000	chr1	20485000	20490000	4042	4097	0	0	0.5238665086	0.0000000000	0.0000000000
chr1	20210000	20215000	chr1	20425000	20430000	4042	4085	0	0	0.4367797065	0.0000000000	0.0000000000
chr1	20215000	20220000	chr1	20360000	20365000	4043	4072	0	0	0.4864127260	0.0000000000	0.0000000000
chr1	20220000	20225000	chr1	20280000	20285000	4044	4056	0	0	0.3328269581	0.0000000090	0.0000000117
chr1	20365000	20370000	chr1	20485000	20490000	4073	4097	0	0	0.4105244067	0.0000000000	0.0000000000
chr1	20520000	20525000	chr1	20635000	20640000	4104	4127	0	0	0.7111986688	0.0000000000	0.0000000000
chr1	20525000	20530000	chr1	20560000	20565000	4105	4112	0	0	0.3262346516	0.0000006100	0.0000006533
chr1	20575000	20580000	chr1	20635000	20640000	4115	4127	0	0	0.4714133188	0.0000000000	0.0000000000
chr1	20725000	20730000	chr1	20770000	20775000	4145	4154	0	0	0.3795317177	0.0000000160	0.0000000202
chr1	20975000	20980000	chr1	21185000	21190000	4195	4237	0	0	0.4009984388	0.0000000000	0.0000000000
chr1	21240000	21245000	chr1	21360000	21365000	4248	4272	0	0	0.5887813579	0.0000000000	0.0000000000
chr1	21370000	21375000	chr1	21575000	21580000	4274	4315	0	0	0.5414522198	0.0000000000	0.0000000000
chr1	21375000	21380000	chr1	21530000	21535000	4275	4306	0	0	0.3430309734	0.0000000045	0.0000000060
chr1	21425000	21430000	chr1	21485000	21490000	4285	4297	0	0	0.3734916575	0.0000000119	0.0000000152
chr1	21705000	21710000	chr1	21960000	21965000	4341	4392	0	0	0.5318147176	0.0000000000	0.0000000000
chr1	21975000	21980000	chr1	22005000	22010000	4395	4401	0	0	0.5467492102	0.0000000000	0.0000000000
chr1	22030000	22035000	chr1	22040000	22045000	4406	4408	0	0	0.4334323074	0.0000000205	0.0000000254
chr1	22070000	22075000	chr1	22090000	22095000	4414	4418	0	0	0.3439203161	0.0000002331	0.0000002577
chr1	22130000	22135000	chr1	22415000	22420000	4426	4483	0	0	0.6360060970	0.0000000000	0.0000000000
chr1	22135000	22140000	chr1	22275000	22280000	4427	4455	0	0	0.3754468094	0.0000000000	0.0000000000
chr1	22275000	22280000	chr1	22405000	22410000	4455	4481	0	0	0.3434304005	0.0000000014	0.0000000020
chr1	22350000	22355000	chr1	22400000	22405000	4470	4480	0	0	0.3051679663	0.0000002879	0.0000003161
chr1	22365000	22370000	chr1	22400000	22405000	4473	4480	0	0	0.3288331967	0.0000001147	0.0000001304
chr1	22425000	22430000	chr1	22640000	22645000	4485	4528	0	0	0.6095635077	0.0000000000	0.0000000000
chr1	22665000	22670000	chr1	22935000	22940000	4533	4587	0	0	0.5367073315	0.0000000000	0.0000000000
chr1	22670000	22675000	chr1	22885000	22890000	4534	4577	0	0	0.3979637211	0.0000000000	0.0000000000
chr1	22675000	22680000	chr1	22730000	22735000	4535	4546	0	0	0.3783506608	0.0000000005	0.0000000008
chr1	22760000	22765000	chr1	22865000	22870000	4552	4573	0	0	0.3164604324	0.0000000767	0.0000000889
chr1	22975000	22980000	chr1	23090000	23095000	4595	4618	0	0	0.5790650960	0.0000000000	0.0000000000
chr1	22980000	22985000	chr1	23180000	23185000	4596	4636	0	0	0.5718102190	0.0000000000	0.0000000000
chr1	22985000	22990000	chr1	23000000	23005000	4597	4600	0	0	0.3821000921	0.0000000190	0.0000000237
chr1	23030000	23035000	chr1	23075000	23080000	4606	4615	0	0	0.3933710987	0.0000000000	0.0000000000
chr1	23095000	23100000	chr1	23180000	23185000	4619	4636	0	0	0.6710494539	0.0000000000	0.0000000000
chr1	23095000	23100000	chr1	23270000	23275000	4619	4654	0	0	0.3933164611	0.0000000000	0.0000000000
chr1	23215000	23220000	chr1	23270000	23275000	4643	4654	0	0	0.5190291793	0.0000000000	0.0000000000
chr1	23300000	23305000	chr1	23315000	23320000	4660	4663	0	0	0.4254398098	0.0000000002	0.0000000003
chr1	23495000	23500000	chr1	23535000	23540000	4699	4707	0	0	0.6097355944	0.0000000000	0.0000000000
chr1	23490000	23495000	chr1	23645000	23650000	4698	4729	0	0	0.3743584034	0.0000000001	0.0000000002
chr1	23550000	23555000	chr1	23630000	23635000	4710	4726	0	0	0.6533143001	0.0000000000	0.0000000000
chr1	23650000	23655000	chr1	23675000	23680000	4730	4735	0	0	0.3497970268	0.0000002762	0.0000003037
chr1	23700000	23705000	chr1	23725000	23730000	4740	4745	0	0	0.3067297300	0.0000082105	0.0000083430
chr1	23795000	23800000	chr1	23915000	23920000	4759	4783	0	0	0.3908961689	0.0000000001	0.0000000001
chr1	23815000	23820000	chr1	23865000	23870000	4763	4773	0	0	0.4223337354	0.0000000001	0.0000000002
chr1	23925000	23930000	chr1	23945000	23950000	4785	4789	0	0	0.4309466525	0.0000000000	0.0000000000
chr1	23970000	23975000	chr1	24025000	24030000	4794	4805	0	0	0.5191314641	0.0000000000	0.0000000000
chr1	24160000	24165000	chr1	24180000	24185000	4832	4836	0	0	0.4489266358	0.0000000000	0.0000000000
chr1	24190000	24195000	chr1	24395000	24400000	4838	4879	0	0	0.5860980304	0.0000000000	0.0000000000
chr1	24200000	24205000	chr1	24315000	24320000	4840	4863	0	0	0.4941405697	0.0000000000	0.0000000000
chr1	24210000	24215000	chr1	24260000	24265000	4842	4852	0	0	0.4666102645	0.0000000000	0.0000000000
chr1	24270000	24275000	chr1	24385000	24390000	4854	4877	0	0	0.5414497316	0.0000000000	0.0000000000
chr1	24325000	24330000	chr1	24380000	24385000	4865	4876	0	0	0.5243439578	0.0000000000	0.0000000000
chr1	24415000	24420000	chr1	24530000	24535000	4883	4906	0	0	0.4705659322	0.0000000000	0.0000000000
chr1	24650000	24655000	chr1	24670000	24675000	4930	4934	0	0	0.4575789309	0.0000000000	0.0000000000
chr1	24690000	24695000	chr1	24830000	24835000	4938	4966	0	0	0.6939011218	0.0000000000	0.0000000000
chr1	24695000	24700000	chr1	24740000	24745000	4939	4948	0	0	0.3345709397	0.0000000228	0.0000000282
chr1	24755000	24760000	chr1	24815000	24820000	4951	4963	0	0	0.3222119354	0.0000000757	0.0000000878
chr1	24860000	24865000	chr1	24900000	24905000	4972	4980	0	0	0.4783799102	0.0000000000	0.0000000000
chr1	24925000	24930000	chr1	25080000	25085000	4985	5016	0	0	0.3310719016	0.0000001182	0.0000001341
chr1	25040000	25045000	chr1	25205000	25210000	5008	5041	0	0	0.4308952048	0.0000000000	0.0000000000
chr1	25115000	25120000	chr1	25200000	25205000	5023	5040	0	0	0.5300648723	0.0000000000	0.0000000000
chr1	25405000	25410000	chr1	25515000	25520000	5081	5103	0	0	0.3238638653	0.0000463574	0.0000464725
chr1	25500000	25505000	chr1	25805000	25810000	5100	5161	0	0	0.5128965958	0.0000000000	0.0000000000
chr1	25605000	25610000	chr1	25800000	25805000	5121	5160	0	0	0.5891622108	0.0000000000	0.0000000000
chr1	25825000	25830000	chr1	25995000	26000000	5165	5199	0	0	0.5823995922	0.0000000000	0.0000000000
chr1	25830000	25835000	chr1	25885000	25890000	5166	5177	0	0	0.4551589681	0.0000000000	0.0000000000
chr1	25895000	25900000	chr1	26000000	26005000	5179	5200	0	0	0.4919508678	0.0000000000	0.0000000000
chr1	26035000	26040000	chr1	26145000	26150000	5207	5229	0	0	0.4805567505	0.0000000000	0.0000000000
chr1	26040000	26045000	chr1	26095000	26100000	5208	5219	0	0	0.4434012396	0.0000000000	0.0000000000
chr1	26105000	26110000	chr1	26145000	26150000	5221	5229	0	0	0.6997444366	0.0000000000	0.0000000000
chr1	26100000	26105000	chr1	26400000	26405000	5220	5280	0	0	0.4259911926	0.0000000000	0.0000000000
chr1	26170000	26175000	chr1	26315000	26320000	5234	5263	0	0	0.4964020646	0.0000000000	0.0000000000
chr1	26170000	26175000	chr1	26385000	26390000	5234	5277	0	0	0.3578639129	0.0000000082	0.0000000107
chr1	26180000	26185000	chr1	26220000	26225000	5236	5244	0	0	0.4227381259	0.0000000000	0.0000000000
chr1	26180000	26185000	chr1	26255000	26260000	5236	5251	0	0	0.3148480787	0.0000013372	0.0000014028
chr1	26270000	26275000	chr1	26390000	26395000	5254	5278	0	0	0.5050109090	0.0000000000	0.0000000000
chr1	26435000	26440000	chr1	26460000	26465000	5287	5292	0	0	0.3773348677	0.0000000039	0.0000000053
chr1	26490000	26495000	chr1	26575000	26580000	5298	5315	0	0	0.3989618937	0.0000000015	0.0000000021
chr1	26550000	26555000	chr1	26575000	26580000	5310	5315	0	0	0.4477863222	0.0000000083	0.0000000107
chr1	26605000	26610000	chr1	26795000	26800000	5321	5359	0	0	0.5935376804	0.0000000000	0.0000000000
chr1	26610000	26615000	chr1	26680000	26685000	5322	5336	0	0	0.4844198548	0.0000000000	0.0000000000
chr1	26680000	26685000	chr1	26790000	26795000	5336	5358	0	0	0.5049155939	0.0000000000	0.0000000000
chr1	26805000	26810000	chr1	26875000	26880000	5361	5375	0	0	0.6770618358	0.0000000000	0.0000000000
chr1	26995000	27000000	chr1	27095000	27100000	5399	5419	0	0	0.4834913727	0.0000000000	0.0000000000
chr1	26995000	27000000	chr1	27035000	27040000	5399	5407	0	0	0.4367494035	0.0000000001	0.0000000001
chr1	27045000	27050000	chr1	27095000	27100000	5409	5419	0	0	0.6775293832	0.0000000000	0.0000000000
chr1	27105000	27110000	chr1	27285000	27290000	5421	5457	0	0	0.5902990858	0.0000000000	0.0000000000
chr1	27100000	27105000	chr1	27195000	27200000	5420	5439	0	0	0.3255838202	0.0000000300	0.0000000364
chr1	27120000	27125000	chr1	27135000	27140000	5424	5427	0	0	0.3323973312	0.0000014005	0.0000014673
chr1	27300000	27305000	chr1	27390000	27395000	5460	5478	0	0	0.6760939105	0.0000000000	0.0000000000
chr1	27400000	27405000	chr1	27600000	27605000	5480	5520	0	0	0.5944051715	0.0000000000	0.0000000000
chr1	27415000	27420000	chr1	27460000	27465000	5483	5492	0	0	0.3228732952	0.0000002011	0.0000002235
chr1	27550000	27555000	chr1	27600000	27605000	5510	5520	0	0	0.3489409739	0.0000021896	0.0000022735
chr1	27610000	27615000	chr1	27655000	27660000	5522	5531	0	0	0.5605184715	0.0000000000	0.0000000000
chr1	27675000	27680000	chr1	27715000	27720000	5535	5543	0	0	0.4706115754	0.0000000000	0.0000000000
chr1	27855000	27860000	chr1	27975000	27980000	5571	5595	0	0	0.6091252341	0.0000000000	0.0000000000
chr1	28095000	28100000	chr1	28205000	28210000	5619	5641	0	0	0.4737926976	0.0000000000	0.0000000000
chr1	28405000	28410000	chr1	28600000	28605000	5681	5720	0	0	0.4318702500	0.0000000000	0.0000000000
chr1	28410000	28415000	chr1	28495000	28500000	5682	5699	0	0	0.3562060908	0.0000001281	0.0000001447
chr1	28590000	28595000	chr1	28630000	28635000	5718	5726	0	0	0.3576949626	0.0000016462	0.0000017184
chr1	28605000	28610000	chr1	28630000	28635000	5721	5726	0	0	0.3699050993	0.0000025010	0.0000025891
chr1	28655000	28660000	chr1	28735000	28740000	5731	5747	0	0	0.5008478243	0.0000000000	0.0000000000
chr1	28785000	28790000	chr1	28870000	28875000	5757	5774	0	0	0.6456314472	0.0000000000	0.0000000000
chr1	28885000	28890000	chr1	29030000	29035000	5777	5806	0	0	0.6310353158	0.0000000000	0.0000000000
chr1	29135000	29140000	chr1	29160000	29165000	5827	5832	0	0	0.3161126880	0.0000041082	0.0000042201
chr1	29195000	29200000	chr1	29220000	29225000	5839	5844	0	0	0.3666344599	0.0000000117	0.0000000150
chr1	29240000	29245000	chr1	29340000	29345000	5848	5868	0	0	0.5000709643	0.0000000000	0.0000000000
chr1	30795000	30800000	chr1	30915000	30920000	6159	6183	0	0	0.6161176224	0.0000000000	0.0000000000
chr1	31030000	31035000	chr1	31050000	31055000	6206	6210	0	0	0.3579298386	0.0000000662	0.0000000773
chr1	31185000	31190000	chr1	31335000	31340000	6237	6267	0	0	0.4895130921	0.0000000000	0.0000000000
chr1	31395000	31400000	chr1	31545000	31550000	6279	6309	0	0	0.4864243971	0.0000000000	0.0000000000
chr1	31395000	31400000	chr1	31415000	31420000	6279	6283	0	0	0.5165377162	0.0000000000	0.0000000000
chr1	31565000	31570000	chr1	31590000	31595000	6313	6318	0	0	0.6335535169	0.0000000000	0.0000000000
chr1	31655000	31660000	chr1	31790000	31795000	6331	6358	0	0	0.5575923008	0.0000000000	0.0000000000
chr1	31810000	31815000	chr1	31960000	31965000	6362	6392	0	0	0.4602569711	0.0000000000	0.0000000000
chr1	31970000	31975000	chr1	32055000	32060000	6394	6411	0	0	0.3409435151	0.0000000019	0.0000000026
chr1	32020000	32025000	chr1	32050000	32055000	6404	6410	0	0	0.3386657131	0.0000000838	0.0000000967
chr1	32130000	32135000	chr1	32180000	32185000	6426	6436	0	0	0.3780708707	0.0000000015	0.0000000021
chr1	32220000	32225000	chr1	32320000	32325000	6444	6464	0	0	0.3166193958	0.0000010323	0.0000010894
chr1	32240000	32245000	chr1	32315000	32320000	6448	6463	0	0	0.3292262233	0.0000001494	0.0000001678
chr1	32360000	32365000	chr1	32385000	32390000	6472	6477	0	0	0.3996224751	0.0000000113	0.0000000145
chr1	32665000	32670000	chr1	32685000	32690000	6533	6537	0	0	0.4934298315	0.0000000000	0.0000000000
chr1	32710000	32715000	chr1	32770000	32775000	6542	6554	0	0	0.6606580394	0.0000000000	0.0000000000
chr1	32790000	32795000	chr1	32805000	32810000	6558	6561	0	0	0.3087052512	0.0000572495	0.0000573274
chr1	32935000	32940000	chr1	33055000	33060000	6587	6611	0	0	0.4031643299	0.0000000000	0.0000000001
chr1	33105000	33110000	chr1	33120000	33125000	6621	6624	0	0	0.3464586238	0.0000004491	0.0000004853
chr1	33210000	33215000	chr1	33365000	33370000	6642	6673	0	0	0.3530962321	0.0000000004	0.0000000007
chr1	33215000	33220000	chr1	33460000	33465000	6643	6692	0	0	0.4914776379	0.0000000000	0.0000000000
chr1	33295000	33300000	chr1	33460000	33465000	6659	6692	0	0	0.6537771801	0.0000000000	0.0000000000
chr1	33295000	33300000	chr1	33365000	33370000	6659	6673	0	0	0.5038051710	0.0000000000	0.0000000000
chr1	33370000	33375000	chr1	33455000	33460000	6674	6691	0	0	0.4742151121	0.0000000000	0.0000000000
chr1	33475000	33480000	chr1	33610000	33615000	6695	6722	0	0	0.3949735950	0.0000000000	0.0000000000
chr1	34460000	34465000	chr1	34595000	34600000	6892	6919	0	0	0.5190285684	0.0000000000	0.0000000000
chr1	34550000	34555000	chr1	34595000	34600000	6910	6919	0	0	0.3540555522	0.0000001013	0.0000001159
chr1	34785000	34790000	chr1	34850000	34855000	6957	6970	0	0	0.4934621720	0.0000000000	0.0000000000
chr1	35450000	35455000	chr1	35555000	35560000	7090	7111	0	0	0.6757202878	0.0000000000	0.0000000000
chr1	35570000	35575000	chr1	35770000	35775000	7114	7154	0	0	0.5825696852	0.0000000000	0.0000000000
chr1	35570000	35575000	chr1	35720000	35725000	7114	7144	0	0	0.5183244732	0.0000000000	0.0000000000
chr1	35730000	35735000	chr1	35755000	35760000	7146	7151	0	0	0.3663732521	0.0000000121	0.0000000154
chr1	35890000	35895000	chr1	35915000	35920000	7178	7183	0	0	0.3072874110	0.0000024773	0.0000025658
chr1	35935000	35940000	chr1	36075000	36080000	7187	7215	0	0	0.3381599210	0.0000000078	0.0000000101
chr1	36100000	36105000	chr1	36190000	36195000	7220	7238	0	0	0.5545553875	0.0000000000	0.0000000000
chr1	36105000	36110000	chr1	36130000	36135000	7221	7226	0	0	0.4275619227	0.0000000012	0.0000000017
chr1	36100000	36105000	chr1	36285000	36290000	7220	7257	0	0	0.4731502674	0.0000000000	0.0000000000
chr1	36145000	36150000	chr1	36285000	36290000	7229	7257	0	0	0.4468378207	0.0000000000	0.0000000000
chr1	36155000	36160000	chr1	36185000	36190000	7231	7237	0	0	0.3514941253	0.0000003631	0.0000003956
chr1	36205000	36210000	chr1	36285000	36290000	7241	7257	0	0	0.3165358631	0.0000004504	0.0000004867
chr1	36300000	36305000	chr1	36420000	36425000	7260	7284	0	0	0.3095972081	0.0000019491	0.0000020282
chr1	36340000	36345000	chr1	36420000	36425000	7268	7284	0	0	0.4115170259	0.0000000001	0.0000000001
chr1	37085000	37090000	chr1	37175000	37180000	7417	7435	0	0	0.3151640503	0.0000002107	0.0000002338
chr1	37455000	37460000	chr1	37490000	37495000	7491	7498	0	0	0.4795292642	0.0000000000	0.0000000000
chr1	37560000	37565000	chr1	37680000	37685000	7512	7536	0	0	0.3405082798	0.0000000060	0.0000000079
chr1	37600000	37605000	chr1	37680000	37685000	7520	7536	0	0	0.4203617744	0.0000000000	0.0000000000
chr1	37695000	37700000	chr1	37790000	37795000	7539	7558	0	0	0.4864974777	0.0000000000	0.0000000000
chr1	37705000	37710000	chr1	37725000	37730000	7541	7545	0	0	0.3844719596	0.0000000298	0.0000000363
chr1	37810000	37815000	chr1	37855000	37860000	7562	7571	0	0	0.3978372335	0.0000000001	0.0000000001
chr1	37890000	37895000	chr1	37970000	37975000	7578	7594	0	0	0.3251374728	0.0000000314	0.0000000381
chr1	39100000	39105000	chr1	39255000	39260000	7820	7851	0	0	0.6179550215	0.0000000000	0.0000000000
chr1	39105000	39110000	chr1	39185000	39190000	7821	7837	0	0	0.6992560545	0.0000000000	0.0000000000
