chr	start	end	region	stat	pvalue	bins	adj_pvalue
chr1	42335000	42455000	chr1:42335000-42455000	-1.962217566398724	0.7149411070274028	12.0	0.8284626018829498
chr1	55725000	55895000	chr1:55725000-55895000	-2.0165171833384927	0.7302876764724224	17.0	0.8336263919763056
chr1	179375000	179595000	chr1:179375000-179595000	2.2754610324273044	0.0064845944164571	22.0	0.07837202632474494
chr1	53485000	53680000	chr1:53485000-53680000	-2.021291366314773	0.7316201042331876	20.0	0.8341991304620652
chr1	192470000	192605000	chr1:192470000-192605000	1.1323866322144698	0.0402686050884075	13.0	0.3819645522190098
chr1	119140000	119270000	chr1:119140000-119270000	-0.842526303680594	0.3693317494021362	13.0	0.7780347129539276
chr1	208250000	208360000	chr1:208250000-208360000	-0.4675471617273156	0.2682320740779487	11.0	0.7780347129539276
chr1	178300000	178530000	chr1:178300000-178530000	-1.6235058163324936	0.6127980896737868	23.0	0.8105060932900651
chr1	44835000	45005000	chr1:44835000-45005000	0.1808525850066986	0.137528381802621	17.0	0.7780347129539276
chr1	117530000	117755000	chr1:117530000-117755000	-1.204929313467341	0.4798271432426367	22.0	0.7860677900940786
chr1	62835000	63435000	chr1:62835000-63435000	-2.0007514416114924	0.7258673745063662	60.0	0.8320641363780682
chr1	162845000	163170000	chr1:162845000-163170000	3.25139331000847	0.0010422163515786	33.0	0.014541352260919344
chr1	68120000	68340000	chr1:68120000-68340000	-1.486833195398641	0.5695671180582775	22.0	0.8058177225617158
chr1	24745000	24840000	chr1:24745000-24840000	-0.5162099739633956	0.2803827307313347	10.0	0.7780347129539276
chr1	98325000	98465000	chr1:98325000-98465000	-1.294791728909655	0.50832148088427	14.0	0.793577940717032
chr1	59575000	59690000	chr1:59575000-59690000	-0.8159000511090265	0.3616308495984435	12.0	0.7780347129539276
chr1	22135000	22275000	chr1:22135000-22275000	-0.8510082247930044	0.3717996850558602	14.0	0.7780347129539276
chr1	40430000	40525000	chr1:40430000-40525000				0.7780347129539276
chr1	236605000	236790000	chr1:236605000-236790000	-0.9840706641662812	0.4113635263525659	19.0	0.7780347129539276
chr1	64005000	64130000	chr1:64005000-64130000	-1.4483818722862014	0.5573150078686003	13.0	0.8038163250420156
chr1	92845000	92995000	chr1:92845000-92995000	-1.5657228314936638	0.5946005202363982	15.0	0.8092263393203508
chr1	115605000	115705000	chr1:115605000-115705000				0.7780347129539276
chr1	150460000	150555000	chr1:150460000-150555000				0.7780347129539276
chr1	37865000	37985000	chr1:37865000-37985000	-0.7434295559485479	0.3410397306566558	12.0	0.7780347129539276
chr1	201560000	201695000	chr1:201560000-201695000	-1.5245453503914588	0.5815560901419539	13.0	0.8074367806882844
chr1	165825000	165920000	chr1:165825000-165920000	-0.4805914084639751	0.2714587877282335	10.0	0.7780347129539276
chr1	176380000	176550000	chr1:176380000-176550000	-2.1972440819983903	0.7786311886255446	17.0	0.8495577112924374
chr1	110510000	110615000	chr1:110510000-110615000	-0.9384265689054464	0.3976210673906701	10.0	0.7780347129539276
chr1	246495000	246615000	chr1:246495000-246615000	-0.7924352459032263	0.3549039053866039	12.0	0.7780347129539276
chr1	56585000	56705000	chr1:56585000-56705000	0.1971974246194218	0.1349847819592297	12.0	0.7780347129539276
chr1	160835000	160945000	chr1:160835000-160945000				0.7780347129539276
chr1	13970000	14090000	chr1:13970000-14090000	-0.1538882042907476	0.1976654048819175	12.0	0.7780347129539276
chr1	64260000	64670000	chr1:64260000-64670000	-0.1345643186167948	0.1937678395224458	41.0	0.7780347129539276
chr1	150070000	150185000	chr1:150070000-150185000	-0.0178168552964242	0.1713411991914663	11.0	0.7780347129539276
chr1	149960000	150185000	chr1:149960000-150185000	-0.605075045128	0.3033587358857849	22.0	0.7780347129539276
chr1	7550000	7645000	chr1:7550000-7645000				0.7780347129539276
chr1	218340000	218450000	chr1:218340000-218450000	-0.9523950481369848	0.4018081223981533	11.0	0.7780347129539276
chr1	86520000	86675000	chr1:86520000-86675000	-1.5643144333597547	0.5941553251327738	15.0	0.8092263393203508
chr1	47570000	47720000	chr1:47570000-47720000	-1.820221392161546	0.6732974445331622	15.0	0.8194091178302729
chr1	220295000	220525000	chr1:220295000-220525000				0.7780347129539276
chr1	115170000	115465000	chr1:115170000-115465000	0.4396006212089496	0.1012974943756652	29.0	0.7046531025105683
chr1	18680000	18815000	chr1:18680000-18815000	-0.8898490929859348	0.3831864815041025	13.0	0.7780347129539276
chr1	210475000	210570000	chr1:210475000-210570000	-1.203441993635451	0.4793578286098144	10.0	0.7859198719610713
chr1	236100000	236275000	chr1:236100000-236275000	-0.5656599585408939	0.2930449461999258	17.0	0.7780347129539276
chr1	43765000	43930000	chr1:43765000-43930000	-0.6913780871491794	0.3266030391937539	17.0	0.7780347129539276
chr1	43765000	43975000	chr1:43765000-43975000	-0.1864067654900348	0.2043428466428668	21.0	0.7780347129539276
chr1	43765000	44045000	chr1:43765000-44045000	-1.228397535446342	0.487244919634351	28.0	0.7883392265938935
chr1	202350000	202455000	chr1:202350000-202455000	-1.3170206516338003	0.5154005849953617	10.0	0.7938712517429642
chr1	171645000	171780000	chr1:171645000-171780000	-0.0267803943215253	0.1729951595393901	14.0	0.7780347129539276
chr1	29235000	29335000	chr1:29235000-29335000	-1.9554320165106749	0.7129991550390202	10.0	0.8282702177398469
chr1	27725000	27825000	chr1:27725000-27825000	-0.3906573755258944	0.2496772064711228	10.0	0.7780347129539276
chr1	27670000	27825000	chr1:27670000-27825000	-1.1525669917883743	0.4633553677808461	15.0	0.7844311769613059
chr1	204990000	205120000	chr1:204990000-205120000	-1.5977338616754346	0.604698793849799	13.0	0.8092263393203508
chr1	224505000	224640000	chr1:224505000-224640000	-1.5957022927187563	0.6040592349046741	14.0	0.8092263393203508
chr1	88735000	88870000	chr1:88735000-88870000	-0.6927873994415875	0.3269898484258392	14.0	0.7780347129539276
chr1	45890000	45995000	chr1:45890000-45995000	-0.5768063639850414	0.2959420397880244	10.0	0.7780347129539276
chr1	92040000	92295000	chr1:92040000-92295000	-0.1819561818705273	0.2034197829539034	25.0	0.7780347129539276
chr1	19985000	20090000	chr1:19985000-20090000	-0.7405595789430783	0.3402356548632859	11.0	0.7780347129539276
chr1	45015000	45295000	chr1:45015000-45295000	-1.9357806995592564	0.707346802168416	28.0	0.8269562287865563
chr1	169600000	169705000	chr1:169600000-169705000	-1.0591348053945322	0.4343043826852432	10.0	0.7780347129539276
chr1	147505000	147595000	chr1:147505000-147595000				0.7780347129539276
chr1	99180000	99475000	chr1:99180000-99475000	-2.417131452240944	0.8309291729257882	29.0	0.8724786121631276
chr1	99480000	99725000	chr1:99480000-99725000	-1.3983723046304293	0.5413563167395372	24.0	0.7996561032926914
chr1	229065000	229225000	chr1:229065000-229225000	-1.207180344700806	0.4805376315816254	16.0	0.7862427330505675
chr1	228840000	229225000	chr1:228840000-229225000	0.6311711142830239	0.0796640743286977	38.0	0.6084496441973821
chr1	51295000	51515000	chr1:51295000-51515000	0.5780663991775215	0.0852497515238503	22.0	0.6320746521292162
chr1	231240000	231335000	chr1:231240000-231335000				0.7780347129539276
chr1	55375000	55500000	chr1:55375000-55500000	-1.5864806305891686	0.6011534719847832	13.0	0.8092263393203508
chr1	234375000	234475000	chr1:234375000-234475000	-1.8923919245375076	0.6947188494610386	10.0	0.8238387280845964
chr1	175760000	176070000	chr1:175760000-176070000	0.1792886723906466	0.1377735655198625	31.0	0.7780347129539276
chr1	37450000	37550000	chr1:37450000-37550000	-1.505838674498336	0.5756134280580203	10.0	0.8068119229900866
chr1	99850000	99965000	chr1:99850000-99965000	-1.4572719015806257	0.5601501107555553	11.0	0.8042161209278653
chr1	247655000	248400000	chr1:247655000-248400000	-2.44515743639261	0.8370319557332626	75.0	0.8758704299786968
chr1	33370000	33470000	chr1:33370000-33470000	-1.6262411385162456	0.6136559342803249	10.0	0.81069269281885
chr1	169930000	170525000	chr1:169930000-170525000	0.7009582542221415	0.0727798587117991	59.0	0.5754759654813029
chr1	91615000	91730000	chr1:91615000-91730000	-1.6755790597647156	0.6290597022439919	12.0	0.8123028656643094
chr1	165255000	165365000	chr1:165255000-165365000	-0.4985088848732463	0.2759272457450953	11.0	0.7780347129539276
chr1	51520000	51615000	chr1:51520000-51615000				0.7780347129539276
chr1	63775000	63915000	chr1:63775000-63915000	-1.9167936982184133	0.7018451263322649	14.0	0.8261965201965806
chr1	234115000	234305000	chr1:234115000-234305000	-0.88509749851678	0.3817859809951877	19.0	0.7780347129539276
chr1	245880000	246000000	chr1:245880000-246000000	-1.35384938383285	0.5271449814419051	12.0	0.7963469563592904
chr1	236390000	236485000	chr1:236390000-236485000				0.7780347129539276
chr1	51880000	52025000	chr1:51880000-52025000	-0.2027860656834128	0.2077624556838493	14.0	0.7780347129539276
chr1	153995000	154175000	chr1:153995000-154175000	4.2324415337985775	0.0001367517413745	18.0	0.002111285323583525
chr1	70655000	70930000	chr1:70655000-70930000	-2.5607084770883346	0.8607927549331997	28.0	0.8901061721917699
chr1	12375000	12475000	chr1:12375000-12475000	-1.7005966774132353	0.6368165268542039	10.0	0.8138763146830027
chr1	10865000	10965000	chr1:10865000-10965000	-2.0678765125110674	0.7444707965200084	10.0	0.8380698176465702
chr1	116570000	116670000	chr1:116570000-116670000	-0.3991907328203415	0.2516969317159425	10.0	0.7780347129539276
chr1	55375000	55895000	chr1:55375000-55895000	-3.1059513090695545	0.9424553706518438	52.0	0.9479897145161308
chr1	231865000	232470000	chr1:231865000-232470000	-1.7907651385058143	0.6644185703175173	61.0	0.8182002675923097
chr1	185315000	185695000	chr1:185315000-185695000	-2.296590937180608	0.8032059467748511	38.0	0.8584180628559287
chr1	185170000	185695000	chr1:185170000-185695000	-0.8553594989985264	0.3730681826878117	52.0	0.7780347129539276
chr1	175030000	175315000	chr1:175030000-175315000	-0.8659629598236046	0.3761671956336171	28.0	0.7780347129539276
chr1	21070000	21190000	chr1:21070000-21190000	0.9294452548388124	0.0535698638952353	12.0	0.4703350497724438
chr1	21025000	21190000	chr1:21025000-21190000	-0.6380846945688349	0.3121440856192832	17.0	0.7780347129539276
chr1	193125000	194255000	chr1:193125000-194255000	-0.5288484260143764	0.2835888369395609	113.0	0.7780347129539276
chr1	205810000	205910000	chr1:205810000-205910000	-1.255305685181159	0.4957720873083121	10.0	0.7912588197484024
chr1	93915000	94020000	chr1:93915000-94020000				0.7780347129539276
chr1	221335000	221435000	chr1:221335000-221435000	-1.5432148037363274	0.5874767685681921	10.0	0.8086226993569777
chr1	212070000	212280000	chr1:212070000-212280000	14.612117232773183	0.0	21.0	0.0
chr1	59300000	59560000	chr1:59300000-59560000	-2.2050008128303733	0.7806036046525038	26.0	0.8500047881626401
chr1	19920000	20090000	chr1:19920000-20090000	-1.551378307121556	0.5900624274358997	17.0	0.8089106018934564
chr1	55285000	55895000	chr1:55285000-55895000	-2.5194815348874315	0.8525758963383417	61.0	0.8855511190694748
chr1	84620000	84750000	chr1:84620000-84750000	-0.5933792982990556	0.3002780051310446	13.0	0.7780347129539276
chr1	156145000	156335000	chr1:156145000-156335000	-1.3156548640731889	0.514965435983966	19.0	0.7938712517429642
chr1	30405000	30710000	chr1:30405000-30710000	-0.7942084266092188	0.3554101898530044	31.0	0.7780347129539276
chr1	43235000	43345000	chr1:43235000-43345000	-1.3593454158204887	0.5288981479158423	11.0	0.7963469563592904
chr1	112615000	112710000	chr1:112615000-112710000	-0.2294143668165239	0.2134028039444384	10.0	0.7780347129539276
chr1	33300000	33470000	chr1:33300000-33470000	-0.2659782429722933	0.2213107580902104	17.0	0.7780347129539276
chr1	178540000	178760000	chr1:178540000-178760000	-1.6049442784796415	0.6069674395112495	22.0	0.8092263393203508
chr1	178540000	179020000	chr1:178540000-179020000	-0.5834060268723017	0.2976646292928749	48.0	0.7780347129539276
chr1	169155000	169360000	chr1:169155000-169360000	-1.3857177049910168	0.5373159702618928	21.0	0.7984725901871321
chr1	169115000	169360000	chr1:169115000-169360000	-1.806868750708685	0.6692818520350625	25.0	0.8188971741254409
chr1	214210000	214325000	chr1:214210000-214325000	-0.91455426391446	0.3905013942146985	11.0	0.7780347129539276
chr1	44375000	44590000	chr1:44375000-44590000	-0.0783887889686178	0.1827378754031733	22.0	0.7780347129539276
chr1	176895000	177770000	chr1:176895000-177770000	-1.5094908900261783	0.5767742066922598	88.0	0.8068119229900866
chr1	165390000	165590000	chr1:165390000-165590000	-1.1039638038896955	0.4481817255927638	20.0	0.7806497014724766
chr1	198935000	199110000	chr1:198935000-199110000	-1.8218857332313596	0.673796803298408	18.0	0.8194091178302729
chr1	198770000	199110000	chr1:198770000-199110000	-0.7259005120965165	0.3361442161044589	34.0	0.7780347129539276
chr1	54120000	54400000	chr1:54120000-54400000	-1.1377157804629616	0.4587056919769758	28.0	0.7830141497917236
chr1	46875000	46990000	chr1:46875000-46990000	-1.7558734989175386	0.6538092725264883	12.0	0.8176937576535941
chr1	61140000	61235000	chr1:61140000-61235000				0.7780347129539276
chr1	116375000	116495000	chr1:116375000-116495000	-2.291000351299502	0.801863752771795	12.0	0.8584006547016698
chr1	26600000	26785000	chr1:26600000-26785000	0.905016569184444	0.055396705089364	18.0	0.481750550022538
chr1	66295000	66440000	chr1:66295000-66440000	-1.8941157123492696	0.6952242350666771	15.0	0.8238539478585473
chr1	206985000	207075000	chr1:206985000-207075000				0.7780347129539276
chr1	12660000	12770000	chr1:12660000-12770000	-1.7779806931333983	0.6605428067952358	11.0	0.8182002675923097
chr1	19660000	19755000	chr1:19660000-19755000				0.7780347129539276
chr1	38030000	38830000	chr1:38030000-38830000	0.1815643922732833	0.1374169102443185	80.0	0.7780347129539276
chr1	41665000	41800000	chr1:41665000-41800000	5.510762895275132	6.944306734757433e-06	14.0	0.00011887353610515765
chr1	41575000	41800000	chr1:41575000-41800000	-0.4620897527686032	0.2668891734685209	23.0	0.7780347129539276
chr1	17130000	17230000	chr1:17130000-17230000	-1.5358359787318263	0.5851379519623701	10.0	0.8076190742035677
chr1	28090000	28230000	chr1:28090000-28230000	-0.0650502387360311	0.1801844127409846	14.0	0.7780347129539276
chr1	169930000	170930000	chr1:169930000-170930000	-0.8527080236393867	0.3722950138676287	100.0	0.7780347129539276
chr1	244275000	244445000	chr1:244275000-244445000	-0.4600560457498611	0.2663897556606521	17.0	0.7780347129539276
chr1	11050000	11255000	chr1:11050000-11255000	1.3950525638985607	0.0273350999714583	20.0	0.28018324603710454
chr1	33220000	33470000	chr1:33220000-33470000	-1.1581810376628894	0.4651154058869483	25.0	0.7847740441609884
chr1	178095000	178230000	chr1:178095000-178230000				0.7780347129539276
chr1	208250000	208645000	chr1:208250000-208645000	0.0792026706935916	0.1541538632040565	39.0	0.7780347129539276
chr1	208250000	209245000	chr1:208250000-209245000	0.7358000548357306	0.0695288738078295	99.0	0.5603659675393131
chr1	91025000	91160000	chr1:91025000-91160000	-1.3490035559829143	0.5255990503017781	14.0	0.7962141276697348
chr1	91285000	91395000	chr1:91285000-91395000	-1.7426551302844249	0.6497657761184987	11.0	0.8169659007779831
chr1	231425000	231525000	chr1:231425000-231525000	-1.8277811292887611	0.6755636952273765	10.0	0.8194091178302729
chr1	172535000	172725000	chr1:172535000-172725000	-0.3732247828558962	0.2455817293042946	19.0	0.7780347129539276
chr1	60495000	60635000	chr1:60495000-60635000	-2.2836767178885737	0.8000970343171271	14.0	0.8577659093367618
chr1	182840000	182950000	chr1:182840000-182950000	-1.8576129755840156	0.6844570190767889	11.0	0.8214842399364788
chr1	37690000	37790000	chr1:37690000-37790000	-1.0926260025393113	0.444660567471222	10.0	0.7787761430460614
chr1	9295000	9490000	chr1:9295000-9490000	0.08611114042926	0.1529793485894997	20.0	0.7780347129539276
chr1	9240000	9490000	chr1:9240000-9490000	-0.414643968322071	0.255380093416402	25.0	0.7780347129539276
chr1	209570000	209685000	chr1:209570000-209685000	-0.6014311341703509	0.302397212107396	11.0	0.7780347129539276
chr1	219700000	219805000	chr1:219700000-219805000	-2.491560359382673	0.8468471050682622	10.0	0.8817909952887796
chr1	219570000	219805000	chr1:219570000-219805000	-1.595489568228344	0.6039922563709093	23.0	0.8092263393203508
chr1	25820000	25995000	chr1:25820000-25995000	-0.8177021679413661	0.3621498121904325	17.0	0.7780347129539276
chr1	204210000	204360000	chr1:204210000-204360000	-0.6509230995338086	0.3155968436321755	15.0	0.7780347129539276
chr1	204155000	204360000	chr1:204155000-204360000	-1.4543471325844042	0.5592173693174056	21.0	0.8042161209278653
chr1	224645000	224845000	chr1:224645000-224845000	-1.0463755301956503	0.4303774464466663	20.0	0.7780347129539276
chr1	224505000	224845000	chr1:224505000-224845000	-0.0694476287263259	0.1810234157213401	34.0	0.7780347129539276
chr1	55900000	56405000	chr1:55900000-56405000	-1.1524057985876393	0.4633048517834801	50.0	0.7844311769613059
chr1	219830000	219955000	chr1:219830000-219955000	-1.676475475901045	0.6293382346328791	12.0	0.8123028656643094
chr1	224355000	224460000	chr1:224355000-224460000	-2.0308157401964184	0.7342694910868857	11.0	0.8347268923591741
chr1	227450000	227720000	chr1:227450000-227720000	-0.9263888254192548	0.3940244294927717	27.0	0.7780347129539276
chr1	164795000	165075000	chr1:164795000-165075000	-1.7613401507400148	0.6554777974385673	28.0	0.8176937576535941
chr1	246930000	247075000	chr1:246930000-247075000	-0.4850037427175743	0.2725553269654639	14.0	0.7780347129539276
chr1	241155000	241255000	chr1:241155000-241255000	-1.569942744148095	0.595933913937053	10.0	0.8092263393203508
chr1	235870000	235965000	chr1:235870000-235965000				0.7780347129539276
chr1	235785000	235965000	chr1:235785000-235965000	-0.6391740164349577	0.3124363173758487	18.0	0.7780347129539276
chr1	116570000	116730000	chr1:116570000-116730000	0.6524320331414933	0.0775133889007716	16.0	0.5993058425523999
chr1	110205000	110310000	chr1:110205000-110310000	-0.0635146728580615	0.1798920510798951	11.0	0.7780347129539276
chr1	66500000	66720000	chr1:66500000-66720000				0.7780347129539276
chr1	240025000	240185000	chr1:240025000-240185000	-2.027191227062697	0.7332625587503676	16.0	0.8344950375377759
chr1	247375000	247490000	chr1:247375000-247490000	1.483922720552401	0.0238694644625641	12.0	0.2507921621493813
chr1	247375000	247580000	chr1:247375000-247580000	-1.8802450127946888	0.6911481645952064	21.0	0.8234859506371706
chr1	28785000	28875000	chr1:28785000-28875000				0.7780347129539276
chr1	182145000	182300000	chr1:182145000-182300000	-1.3217751202412795	0.5169158115407726	16.0	0.7938712517429642
chr1	202010000	202115000	chr1:202010000-202115000	-1.6479300762919895	0.6204433892880898	10.0	0.8112721899157187
chr1	201895000	202115000	chr1:201895000-202115000				0.7780347129539276
chr1	95120000	95230000	chr1:95120000-95230000	-1.5564284887134543	0.5916610198768535	11.0	0.8089568399346063
chr1	207405000	207525000	chr1:207405000-207525000	-0.469489844113669	0.2687111120774211	12.0	0.7780347129539276
chr1	89635000	89760000	chr1:89635000-89760000	-2.126827675518273	0.7603262280655227	13.0	0.843580178395721
chr1	117125000	117275000	chr1:117125000-117275000	-0.6044581816513545	0.3031958495270045	15.0	0.7780347129539276
chr1	214655000	215515000	chr1:214655000-215515000	-3.561771770715019	0.9774108499931924	86.0	0.97834668311451
chr1	19920000	20150000	chr1:19920000-20150000	-1.680305173890123	0.6305277688058111	23.0	0.8123248469092123
chr1	167820000	167930000	chr1:167820000-167930000	-1.3186668908654413	0.5159251498146961	11.0	0.7938712517429642
chr1	87330000	87450000	chr1:87330000-87450000	-1.2078024788440245	0.4807340417542328	12.0	0.7862427330505675
chr1	109985000	110115000	chr1:109985000-110115000	-0.3630028401719883	0.2432001705757589	13.0	0.7780347129539276
