chr	pos1	pos2	chr2	pos3	pos4	length	width	Mean	maxpixel	pvalue	Stripiness
chr13	108875001	108900000	chr13	108275001	108900000	625000	25000	7.937600000000001	96.0%	0.01	9.569421681767373
chr7	80690001	80710000	chr7	80690001	81475000	785000	20000	6.401273885350318	96.0%	0.029	9.045326481926201
chr12	88980001	89005000	chr12	88100001	89005000	905000	25000	6.450828729281769	95.0%	0.023	9.006596097081975
chr7	37890001	37915000	chr7	37890001	38370000	480000	25000	9.654166666666667	95.0%	0.012	8.938799997620785
chr9	3720001	3740000	chr9	3720001	4375000	655000	20000	7.061068702290076	96.0%	0.032	8.86440243181814
chr8	17895001	17915000	chr8	17565001	17915000	350000	20000	14.678571428571429	96.0%	0.009	8.824164199163906
chr5	55675001	55695000	chr5	55315001	55695000	380000	20000	12.273026315789474	97.0%	0.007	8.781989928019591
chr16	82220001	82240000	chr16	81885001	82240000	355000	20000	11.549295774647888	97.0%	0.012	8.776315017595111
chr5	34175001	34195000	chr5	34175001	35090000	915000	20000	8.135245901639344	95.0%	0.004	8.756789168201948
chr5	17180001	17200000	chr5	16450001	17200000	750000	20000	6.57	98.0%	0.0085	8.636212959334866
chr1	94320001	94340000	chr1	94015001	94340000	325000	20000	13.692307692307692	95.0%	0.028	8.499085798739193
chr14	24795001	24815000	chr14	24795001	25155000	360000	20000	12.04861111111111	96.0%	0.0235	8.428025868752943
chr18	22550001	22570000	chr18	22165001	22570000	405000	20000	9.080246913580247	99.0%	0.012	8.370730822182871
chr21	38725001	38745000	chr21	38725001	39145000	420000	20000	9.360119047619047	95.0%	0.023	8.322455151577929
chr1	232630001	232650000	chr1	232630001	233245000	615000	20000	7.5060975609756095	96.0%	0.008	8.275024529394846
chr15	64050001	64080000	chr15	63455001	64080000	625000	30000	7.042666666666666	96.0%	0.02	8.258930689010919
chr6	83040001	83060000	chr6	82250001	83060000	810000	20000	6.7515432098765435	95.0%	0.01	8.213821736100856
chr2	42085001	42115000	chr2	42085001	42370000	285000	30000	21.973684210526315	97.0%	0.005	8.195255417204756
chr12	22440001	22460000	chr12	21950001	22460000	510000	20000	8.901960784313726	97.0%	0.01	8.176009154935539
chr16	13920001	13940000	chr16	13920001	14290000	370000	20000	11.010135135135135	95.0%	0.0235	8.141168688676759
chr9	83925001	83945000	chr9	83925001	84325000	400000	20000	9.99375	95.0%	0.0195	8.059243733143669
chr14	60615001	60635000	chr14	60615001	61265000	650000	20000	7.198076923076923	97.0%	0.0385	8.053135286028013
chr17	66155001	66175000	chr17	65210001	66175000	965000	20000	4.516839378238342	95.0%	0.057	7.930867566911368
chr13	102575001	102595000	chr13	102575001	102855000	280000	20000	14.366071428571429	97.0%	0.008	7.921953920026556
chr1	172705001	172725000	chr1	172425001	172725000	300000	20000	15.141666666666667	96.0%	0.006500000000000001	7.847332850043419
chr9	21805001	21825000	chr9	21805001	22255000	450000	20000	9.191666666666666	96.0%	0.012	7.84476514221619
chr3	4275001	4295000	chr3	3240001	4295000	1055000	20000	4.674170616113744	97.0%	0.006	7.793344375568219
chr4	173010001	173030000	chr4	173010001	173420000	410000	20000	12.503048780487806	98.0%	0.011	7.782123596955446
chr1	200490001	200515000	chr1	199845001	200515000	670000	25000	7.208955223880596	95.0%	0.010499999999999999	7.758078268087651
chr2	36345001	36370000	chr2	36345001	36615000	270000	25000	21.714814814814815	99.0%	0.004	7.7192350556791585
chr1	162050001	162070000	chr1	162050001	162410000	360000	20000	11.51736111111111	97.0%	0.0205	7.712397963745586
chr1	78130001	78150000	chr1	78130001	78685000	555000	20000	7.918918918918919	95.0%	0.026	7.6794026245884695
chr7	85040001	85055000	chr7	85040001	85865000	825000	15000	6.545454545454546	96.0%	0.031	7.566004743435256
chr17	72120001	72145000	chr17	72120001	72545000	425000	25000	10.341176470588234	96.0%	0.031	7.2923084952460195
chr5	57290001	57315000	chr5	57290001	57790000	500000	25000	8.89	98.0%	0.006500000000000001	7.216231631674878
chr7	85000001	85020000	chr7	83925001	85020000	1095000	20000	5.079908675799087	97.0%	0.02	7.18453578348407
chr11	4185001	4210000	chr11	4185001	4620000	435000	25000	13.487356321839082	97.0%	0.021	7.160936344846846
chr11	108635001	108655000	chr11	108225001	108655000	430000	20000	11.046511627906977	95.0%	0.008	7.152322256396022
chr10	55905001	55925000	chr10	55905001	56500000	595000	20000	9.243697478991596	95.0%	0.016	7.141642082203041
chr2	55165001	55185000	chr2	54740001	55185000	445000	20000	15.741573033707866	95.0%	0.01	7.130064645180349
chr8	100515001	100535000	chr8	100245001	100535000	290000	20000	15.508620689655173	99.0%	0.006500000000000001	7.033189403271528
chr17	55520001	55540000	chr17	55520001	55825000	305000	20000	12.848360655737705	96.0%	0.03	7.033049785829555
chr22	41935001	41955000	chr22	41655001	41955000	300000	20000	10.229166666666666	97.0%	0.028999999999999998	7.029399402055061
chr11	128155001	128175000	chr11	128155001	128855000	700000	20000	7.316071428571429	97.0%	0.019	6.939511919909623
chr9	74760001	74780000	chr9	74760001	75190000	430000	20000	10.456395348837209	95.0%	0.032	6.923484341783768
chr5	122185001	122205000	chr5	122185001	122505000	320000	20000	14.48828125	96.0%	0.0275	6.8693345457256
chr12	12365001	12390000	chr12	12365001	12710000	345000	25000	12.843478260869565	95.0%	0.007	6.854845492996289
chr1	212060001	212080000	chr1	212060001	212455000	395000	20000	12.037974683544304	95.0%	0.028	6.787729724630261
chr4	165120001	165140000	chr4	165120001	165475000	355000	20000	12.834507042253522	98.0%	0.018	6.778605215032256
chr17	61410001	61435000	chr17	61410001	61595000	185000	25000	18.427027027027027	95.0%	0.027	6.7476884911444595
chr9	100000001	100020000	chr9	99175001	100020000	845000	20000	5.483727810650888	97.0%	0.055	6.731467082617006
chr8	100810001	100835000	chr8	100555001	100835000	280000	25000	15.971428571428572	97.0%	0.0115	6.652837493098774
chr1	240720001	240740000	chr1	240720001	240960000	240000	20000	16.869791666666668	96.0%	0.013	6.592868991450014
chr9	114640001	114660000	chr9	114395001	114660000	265000	20000	15.014150943396226	98.0%	0.014	6.558130350534408
chr18	54675001	54700000	chr18	54675001	55135000	460000	25000	10.258695652173913	96.0%	0.016	6.528559114262748
chr8	101320001	101340000	chr8	101320001	102205000	885000	20000	5.879943502824859	95.0%	0.009	6.49081674406961
chr2	64330001	64350000	chr2	64330001	64600000	270000	20000	23.912037037037038	97.0%	0.0305	6.395555626397502
chr1	84105001	84130000	chr1	83900001	84130000	230000	25000	17.369565217391305	95.0%	0.0045000000000000005	6.303469518648499
chr15	77100001	77125000	chr15	77100001	77700000	600000	25000	7.4783333333333335	96.0%	0.0505	6.264061052462506
chr8	94070001	94090000	chr8	94070001	94365000	295000	20000	15.296610169491526	98.0%	0.009	6.261603763937493
chr22	36460001	36485000	chr22	36290001	36485000	195000	25000	14.225641025641025	98.0%	0.02	6.242391949621002
chr12	14980001	15005000	chr12	14715001	15005000	290000	25000	15.668965517241379	97.0%	0.0125	6.221618074055313
chr15	97225001	97245000	chr15	96355001	97245000	890000	20000	4.911516853932584	95.0%	0.0945	6.219916905213695
chr21	17380001	17405000	chr21	17380001	17605000	225000	25000	14.884444444444444	95.0%	0.029	6.1985127191672404
chr20	53570001	53590000	chr20	53570001	53950000	380000	20000	8.796052631578947	95.0%	0.036000000000000004	6.165009971001754
chr3	189260001	189285000	chr3	189260001	189955000	695000	25000	8.015827338129496	98.0%	0.01	6.162553554307062
chr17	60035001	60060000	chr17	59275001	60060000	785000	25000	4.9515923566878985	96.0%	0.024	6.1547941203355485
chr6	158960001	158980000	chr6	158650001	158980000	330000	20000	13.731060606060606	98.0%	0.0115	6.151014103120873
chr5	74635001	74665000	chr5	73890001	74665000	775000	30000	6.044086021505376	99.0%	0.029	6.140337950260947
chr22	30070001	30090000	chr22	29590001	30090000	500000	20000	8.125	95.0%	0.0665	6.122008745027079
chr3	189930001	189955000	chr3	189130001	189955000	825000	25000	6.242424242424242	96.0%	0.02	6.066781781857311
chr4	144160001	144185000	chr4	144160001	145105000	945000	25000	5.906878306878307	95.0%	0.029	5.9913466303066185
chr16	10955001	10975000	chr16	10955001	11410000	455000	20000	8.307692307692308	95.0%	0.036	5.985251996695169
chr1	151995001	152030000	chr1	151875001	152030000	155000	35000	25.557603686635947	97.0%	0.001	5.918096800014778
chr19	47960001	47980000	chr19	47960001	48255000	295000	20000	13.224576271186441	96.0%	0.027	5.777071769721211
chr14	70800001	70820000	chr14	70600001	70820000	220000	20000	16.142045454545453	95.0%	0.01	5.743765631254332
chr2	38305001	38325000	chr2	38305001	38625000	320000	20000	21.140625	97.0%	0.0195	5.728592274837445
chr7	108170001	108195000	chr7	108170001	108500000	330000	25000	13.666666666666666	97.0%	0.033	5.724387852378294
chr3	194300001	194325000	chr3	193735001	194325000	590000	25000	7.715254237288136	95.0%	0.0095	5.702427237308519
chr8	95235001	95260000	chr8	94875001	95260000	385000	25000	11.953246753246754	95.0%	0.008	5.668154772437977
chr1	67750001	67770000	chr1	67505001	67770000	265000	20000	15.235849056603774	96.0%	0.02	5.636826696322767
chr15	50870001	50890000	chr15	50400001	50890000	490000	20000	8.775510204081632	95.0%	0.0295	5.620050121439205
chr8	74330001	74350000	chr8	73985001	74350000	365000	20000	11.886986301369863	96.0%	0.013	5.572336718622096
chr6	131915001	131935000	chr6	131915001	132300000	385000	20000	12.178571428571429	97.0%	0.042	5.552540843458515
chr11	19555001	19575000	chr11	19555001	19915000	360000	20000	11.934027777777779	95.0%	0.026000000000000002	5.525461327965721
chr5	68270001	68295000	chr5	68270001	69015000	745000	25000	6.389261744966443	95.0%	0.021	5.521901374296318
chr1	40070001	40090000	chr1	40070001	40415000	345000	20000	12.717391304347826	95.0%	0.012	5.521280124807346
chr10	110125001	110145000	chr10	110125001	110295000	170000	20000	21.610294117647058	98.0%	0.0035	5.503442494914418
chr15	67290001	67310000	chr15	66900001	67310000	410000	20000	10.658536585365853	95.0%	0.041	5.487429587760877
chr2	46870001	46895000	chr2	46505001	46895000	390000	25000	15.441025641025641	98.0%	0.0225	5.463474474518861
chr9	105140001	105160000	chr9	104770001	105160000	390000	20000	10.692307692307692	97.0%	0.016	5.4541755539440215
chr16	32805001	32840000	chr16	32330001	32840000	510000	35000	7.8125	96.0%	0.021	5.445468926937432
chr11	8545001	8575000	chr11	8165001	8575000	410000	30000	14.6869918699187	95.0%	0.0245	5.441827373073399
chr5	142145001	142165000	chr5	142145001	142650000	505000	20000	9.324257425742575	97.0%	0.022	5.42378474139043
chr20	47375001	47395000	chr20	47185001	47395000	210000	20000	14.958333333333334	98.0%	0.013	5.40385949772122
chr2	69715001	69735000	chr2	69715001	69905000	190000	20000	29.69736842105263	98.0%	0.0045000000000000005	5.389488318804886
chr9	12705001	12725000	chr9	12705001	13130000	425000	20000	10.897058823529411	95.0%	0.027	5.377155095634871
chr6	115970001	115990000	chr6	115970001	116275000	305000	20000	20.557377049180328	98.0%	0.013	5.37276878614404
chr7	82720001	82740000	chr7	82030001	82740000	710000	20000	7.191901408450704	95.0%	0.02	5.362621227823275
chr15	85285001	85310000	chr15	85285001	85735000	450000	25000	9.211111111111112	95.0%	0.025500000000000002	5.356221292783283
chr15	56485001	56505000	chr15	56485001	57355000	870000	20000	4.844827586206897	95.0%	0.068	5.338907184017303
chr11	27465001	27490000	chr11	27185001	27490000	305000	25000	13.452459016393442	95.0%	0.009	5.320437886207982
chr6	56355001	56375000	chr6	56355001	56755000	400000	20000	12.271875	95.0%	0.0325	5.30656870538807
chr5	148730001	148750000	chr5	148730001	149290000	560000	20000	8.944196428571429	97.0%	0.0285	5.2909009871516
chr11	27175001	27205000	chr11	27175001	27500000	325000	30000	13.035897435897438	95.0%	0.019	5.23696742775569
chr12	91370001	91390000	chr12	91370001	92445000	1075000	20000	5.013953488372093	96.0%	0.023	5.224501363116826
chr6	143565001	143600000	chr6	143565001	144020000	455000	35000	10.63265306122449	96.0%	0.04	5.197741061927997
chr17	57975001	58000000	chr17	57840001	58000000	160000	25000	23.4	98.0%	0.022	5.173366213184495
chr2	69695001	69720000	chr2	69270001	69720000	450000	25000	15.104444444444445	96.0%	0.0075	5.159713855240157
chr6	121425001	121445000	chr6	121425001	122190000	765000	20000	6.531045751633987	95.0%	0.029	5.135479069897179
chr4	77585001	77615000	chr4	77360001	77615000	255000	30000	17.6078431372549	96.0%	0.005	5.124125638542359
chr1	67475001	67510000	chr1	67205001	67510000	305000	35000	13.920374707259953	96.0%	0.016	5.111188399775555
chr3	183370001	183400000	chr3	183095001	183400000	305000	30000	14.762295081967212	96.0%	0.013	5.108977080180296
chr11	6370001	6390000	chr11	6370001	6710000	340000	20000	16.18014705882353	95.0%	0.020999999999999998	5.107733190799513
chr9	109560001	109585000	chr9	109560001	109890000	330000	25000	13.342424242424244	97.0%	0.0315	5.10441045588711
chr1	185660001	185690000	chr1	185170001	185690000	520000	30000	9.306089743589743	95.0%	0.029	5.103705895773597
chr9	114890001	114915000	chr9	114665001	114915000	250000	25000	16.856	96.0%	0.013000000000000001	5.088249562514948
chr12	105410001	105430000	chr12	105410001	106230000	820000	20000	6.1067073170731705	96.0%	0.0375	5.081706156396369
chr4	159430001	159455000	chr4	159180001	159455000	275000	25000	14.876363636363635	98.0%	0.014	5.07944748274672
chr8	18670001	18690000	chr8	18180001	18690000	510000	20000	9.073529411764707	96.0%	0.02	5.073216225503688
chr10	120935001	120955000	chr10	120935001	121755000	820000	20000	5.077743902439025	95.0%	0.0305	5.03237682843999
chr20	44210001	44230000	chr20	44210001	44480000	270000	20000	12.958333333333334	98.0%	0.011	5.028198684268556
chr4	157980001	158000000	chr4	157980001	158260000	280000	20000	15.151785714285714	97.0%	0.0275	5.022301705474996
chr2	149550001	149570000	chr2	148915001	149570000	655000	20000	7.343511450381679	95.0%	0.009	5.010660796736414
chr4	74120001	74145000	chr4	73655001	74145000	490000	25000	10.406122448979591	97.0%	0.0115	4.988654232254429
chr11	11000001	11025000	chr11	10755001	11025000	270000	25000	15.974074074074073	95.0%	0.0075	4.983824110551748
chr2	147895001	147920000	chr2	146875001	147920000	1045000	25000	5.234449760765551	95.0%	0.024	4.963307268409992
chr10	114690001	114710000	chr10	114440001	114710000	270000	20000	14.962962962962964	95.0%	0.0085	4.9604783301230695
chr10	95350001	95370000	chr10	95125001	95370000	245000	20000	16.816326530612244	97.0%	0.006	4.9590387313152196
chr2	64035001	64055000	chr2	64035001	64320000	285000	20000	19.842105263157894	98.0%	0.007	4.953760874168962
chr6	145615001	145645000	chr6	145030001	145645000	615000	30000	8.658536585365853	95.0%	0.024	4.946806084337688
chr4	20675001	20695000	chr4	20395001	20695000	300000	20000	13.208333333333334	97.0%	0.010499999999999999	4.944967775514065
chr16	55685001	55705000	chr16	55450001	55705000	255000	20000	15.205882352941176	95.0%	0.026	4.937212581554248
chr2	181735001	181755000	chr2	181735001	182095000	360000	20000	14.15625	98.0%	0.0265	4.909261877113307
chr2	168945001	168965000	chr2	168945001	169230000	285000	20000	15.640350877192983	98.0%	0.017	4.908682761439881
chr5	96320001	96340000	chr5	95845001	96340000	495000	20000	9.633838383838384	96.0%	0.031	4.907987966472308
chr2	60985001	61005000	chr2	60560001	61005000	445000	20000	14.393258426966293	95.0%	0.008	4.907024873904626
chr9	115585001	115605000	chr9	115585001	116590000	1005000	20000	4.842039800995025	95.0%	0.07	4.903340858904547
chr7	100950001	100970000	chr7	100950001	101075000	125000	20000	52.58	98.0%	0.001	4.888082228465218
chr20	18265001	18285000	chr20	17915001	18285000	370000	20000	10.739864864864865	95.0%	0.022	4.872406759665409
chr21	36140001	36160000	chr21	36140001	36400000	260000	20000	11.822115384615385	98.0%	0.020499999999999997	4.86774780740469
chr3	69680001	69710000	chr3	69680001	69955000	275000	30000	16.596969696969698	96.0%	0.01	4.867481061894845
chr6	138110001	138145000	chr6	138110001	138640000	530000	35000	9.735849056603772	97.0%	0.016	4.8671420161559285
chr16	21550001	21575000	chr16	21135001	21575000	440000	25000	12.087058823529413	96.0%	0.024	4.833533311912777
chr3	189960001	189985000	chr3	189960001	190445000	485000	25000	10.872164948453609	97.0%	0.017	4.810837534273004
chr3	168025001	168045000	chr3	167880001	168045000	165000	20000	24.65909090909091	98.0%	0.014	4.766038355513546
chr8	125105001	125130000	chr8	125105001	125725000	620000	25000	7.16774193548387	96.0%	0.0315	4.752410722952211
chr3	111955001	111975000	chr3	111665001	111975000	310000	20000	15.213709677419354	98.0%	0.0185	4.749978319196432
chr1	211640001	211665000	chr1	211305001	211665000	360000	25000	11.325	95.0%	0.009	4.70623399018571
chr2	38255001	38280000	chr2	37955001	38280000	325000	25000	19.833846153846153	97.0%	0.022	4.701481967845092
chr1	68115001	68135000	chr1	68115001	68450000	335000	20000	13.753731343283581	95.0%	0.046	4.70048033640337
chr5	141025001	141050000	chr5	140845001	141050000	205000	25000	20.282926829268295	98.0%	0.03	4.680293354287213
chr1	169330001	169355000	chr1	168585001	169355000	770000	25000	6.067532467532468	96.0%	0.078	4.660975924969019
chr22	39100001	39125000	chr22	38845001	39125000	280000	25000	11.567857142857143	96.0%	0.087	4.636829860898522
chr7	134935001	134960000	chr7	134505001	134960000	455000	25000	10.246153846153847	95.0%	0.033	4.631521244861927
chr8	18900001	18925000	chr8	18900001	19350000	450000	25000	9.45111111111111	98.0%	0.0215	4.593228731568775
chr22	29230001	29250000	chr22	28590001	29250000	660000	20000	5.420454545454546	95.0%	0.094	4.591021371649006
chr15	91050001	91075000	chr15	91050001	91275000	225000	25000	16.0	97.0%	0.032	4.5893850194585255
chr7	111750001	111770000	chr7	111750001	112490000	740000	20000	6.548986486486487	96.0%	0.0465	4.582565072832412
chr17	45375001	45395000	chr17	45215001	45395000	180000	20000	18.67361111111111	95.0%	0.0025	4.573152786265767
chr3	154240001	154260000	chr3	153950001	154260000	310000	20000	14.875	95.0%	0.0085	4.566090174772382
chr9	68575001	68605000	chr9	68575001	69025000	450000	30000	9.325925925925926	96.0%	0.044	4.5331378822024
chr5	174945001	174965000	chr5	174945001	175535000	590000	20000	8.398305084745763	96.0%	0.025500000000000002	4.52782682702708
chr12	13265001	13285000	chr12	13265001	13990000	725000	20000	7.189655172413793	96.0%	0.015	4.51334520840075
chr15	39160001	39185000	chr15	39160001	39765000	605000	25000	6.965289256198348	95.0%	0.039	4.50694358386312
chr9	121380001	121405000	chr9	121205001	121405000	200000	25000	19.475	98.0%	0.012	4.48403625707391
chr12	90970001	90990000	chr12	90970001	91360000	390000	20000	11.919871794871796	96.0%	0.018500000000000003	4.4707808036279
chr4	86910001	86935000	chr4	86910001	87165000	255000	25000	14.811764705882354	97.0%	0.004	4.432902181593978
chr11	86795001	86815000	chr11	86570001	86815000	245000	20000	15.571428571428571	97.0%	0.005	4.425443352328211
chr4	119280001	119300000	chr4	118970001	119300000	330000	20000	13.651515151515152	97.0%	0.0195	4.421363477242847
chr11	34875001	34895000	chr11	34525001	34895000	370000	20000	12.344594594594595	97.0%	0.034	4.419793082159678
chr6	85340001	85360000	chr6	85340001	85600000	260000	20000	15.432692307692308	98.0%	0.011	4.419245400198593
chr20	47610001	47630000	chr20	47185001	47630000	445000	20000	8.803370786516854	96.0%	0.022	4.405729077116385
chr11	13760001	13780000	chr11	13760001	14250000	490000	20000	9.400510204081632	95.0%	0.020999999999999998	4.395002501923591
chr1	241520001	241540000	chr1	241520001	241905000	385000	20000	12.084415584415584	97.0%	0.036	4.389073007696875
chr6	83505001	83525000	chr6	83090001	83525000	435000	20000	11.413793103448276	96.0%	0.011	4.388787850421153
chr1	181150001	181170000	chr1	180875001	181170000	295000	20000	13.063559322033898	96.0%	0.011	4.380292312576326
chr19	12130001	12150000	chr19	11865001	12150000	285000	20000	11.491228070175438	95.0%	0.037	4.380079720711884
chr12	58340001	58360000	chr12	58340001	59165000	825000	20000	6.13030303030303	95.0%	0.013	4.364037162484742
chr15	83235001	83265000	chr15	83235001	83570000	335000	30000	11.395522388059701	95.0%	0.038	4.361488254145464
chr5	174410001	174430000	chr5	174410001	174805000	395000	20000	11.420886075949367	98.0%	0.023	4.350655909854456
chr6	45700001	45720000	chr6	45415001	45720000	305000	20000	13.364754098360656	98.0%	0.01	4.321036853980417
chr2	70335001	70355000	chr2	70335001	70650000	315000	20000	21.28968253968254	98.0%	0.021	4.298512356684101
chr4	80355001	80380000	chr4	80355001	81055000	700000	25000	6.975714285714285	98.0%	0.0565	4.287866762461579
chr11	4060001	4080000	chr11	3775001	4080000	305000	20000	19.827868852459016	96.0%	0.032	4.286008148941676
chr21	42800001	42825000	chr21	42580001	42825000	245000	25000	14.877551020408163	95.0%	0.032	4.28113431396135
chr6	60230001	60250000	chr6	60230001	61420000	1190000	20000	4.424242424242424	96.0%	0.010499999999999999	4.277826321098882
chr6	142100001	142125000	chr6	141600001	142125000	525000	25000	10.064761904761905	96.0%	0.02	4.272355878378821
chr9	21770001	21790000	chr9	21455001	21790000	335000	20000	12.992537313432836	95.0%	0.049	4.251782315154525
chr18	8965001	8990000	chr18	8645001	8990000	345000	25000	12.01449275362319	96.0%	0.012	4.249071838619612
chr14	54160001	54180000	chr14	53925001	54180000	255000	20000	14.009803921568627	95.0%	0.034	4.243375714242806
chr5	95640001	95665000	chr5	95640001	95845000	205000	25000	20.06829268292683	97.0%	0.013	4.237393584887894
chr22	29025001	29045000	chr22	28845001	29045000	200000	20000	15.56875	96.0%	0.036500000000000005	4.235399976041976
chr5	34885001	34905000	chr5	34470001	34905000	435000	20000	10.479885057471265	98.0%	0.08	4.233850183671469
chr3	46360001	46385000	chr3	45840001	46385000	545000	25000	8.935779816513762	96.0%	0.015	4.201004805813761
chr17	36620001	36640000	chr17	36620001	37250000	630000	20000	6.2063492063492065	95.0%	0.048	4.1998053939343
chr6	125945001	125970000	chr6	125775001	125970000	195000	25000	22.035897435897436	97.0%	0.004	4.186788308525465
chr1	227420001	227445000	chr1	226910001	227445000	535000	25000	8.508411214953272	95.0%	0.018	4.185058967395619
chr21	29080001	29105000	chr21	29080001	29515000	435000	25000	9.701149425287356	95.0%	0.089	4.1844663731406095
chr2	235100001	235120000	chr2	234505001	235120000	615000	20000	7.579268292682927	97.0%	0.019	4.179367736165738
chr12	30800001	30820000	chr12	29580001	30820000	1240000	20000	3.6441532258064515	95.0%	0.0165	4.175629116375108
chr20	37525001	37545000	chr20	37185001	37545000	360000	20000	9.395833333333334	95.0%	0.0285	4.170184209795248
chr9	76975001	77000000	chr9	76745001	77000000	255000	25000	16.0	95.0%	0.026	4.1646176625135025
chrX	154590001	154610000	chrX	154590001	154865000	275000	20000	5.382075471698113	98.0%	0.068	4.1643421343219105
chr6	138750001	138770000	chr6	138415001	138770000	355000	20000	12.919014084507042	96.0%	0.011	4.142619393253734
chr11	13950001	13975000	chr11	13950001	14255000	305000	25000	13.737704918032787	96.0%	0.016	4.141047080304505
chr22	40915001	40935000	chr22	40915001	41305000	390000	20000	9.080128205128204	95.0%	0.052000000000000005	4.131248409549906
chr3	66805001	66830000	chr3	66240001	66830000	590000	25000	7.950847457627118	95.0%	0.064	4.128421911470562
chr16	19905001	19925000	chr16	19905001	20345000	440000	20000	8.005681818181818	96.0%	0.043	4.1260629828636946
chr11	130430001	130455000	chr11	130430001	130895000	465000	25000	9.415053763440861	98.0%	0.071	4.118063129483708
chr11	10720001	10745000	chr11	10330001	10745000	415000	25000	10.15421686746988	95.0%	0.02	4.116563310457312
chr2	32760001	32785000	chr2	32760001	33385000	625000	25000	11.120000000000001	95.0%	0.019	4.110621201315314
chr10	54685001	54705000	chr10	54685001	55155000	470000	20000	16.231382978723403	96.0%	0.0235	4.107179459002855
chr14	99870001	99890000	chr14	99635001	99890000	255000	20000	14.995098039215685	95.0%	0.03	4.105931204708382
chr11	34575001	34595000	chr11	34575001	34900000	325000	20000	13.580769230769231	97.0%	0.028	4.0947021518837206
chr8	8745001	8780000	chr8	8745001	9035000	290000	35000	14.219211822660098	96.0%	0.0215	4.093042189570544
chr17	71465001	71495000	chr17	71465001	71925000	460000	30000	9.010869565217392	95.0%	0.051500000000000004	4.066877654857663
chr11	4615001	4645000	chr11	4615001	5385000	770000	30000	8.673160173160174	97.0%	0.05	4.063987718338931
chr3	64020001	64040000	chr3	64020001	64495000	475000	20000	9.25263157894737	95.0%	0.03	4.05859879506536
chr6	52410001	52435000	chr6	52410001	52670000	260000	25000	15.573076923076922	98.0%	0.0115	4.05253875152758
chr13	27370001	27390000	chr13	27370001	28000000	630000	20000	6.75	96.0%	0.03	4.047136736707173
chr18	6535001	6555000	chr18	6535001	6895000	360000	20000	10.649305555555555	97.0%	0.087	4.046901400606742
chr3	183885001	183905000	chr3	183885001	184295000	410000	20000	10.021341463414634	95.0%	0.014499999999999999	4.043062424295266
chr13	73690001	73715000	chr13	72825001	73715000	890000	25000	5.228089887640449	97.0%	0.036000000000000004	4.03621958709364
chr4	74665001	74685000	chr4	74185001	74685000	500000	20000	9.72	98.0%	0.009999999999999998	4.035656163934158
chr1	66755001	66775000	chr1	66755001	67220000	465000	20000	9.06989247311828	96.0%	0.041	4.03384557370984
chr9	90905001	90925000	chr9	90905001	91740000	835000	20000	5.517964071856287	95.0%	0.03	4.005458889613207
