chr	pos1	pos2	chr2	pos3	pos4	length	width	Mean	maxpixel	pvalue	Stripiness	pvalue_added	Stripiness_added	O_Mean_added	O_Sum_added	O/E_Mean_added	O/E_Total_added
chr2	55165001	55185000	chr2	54740001	55185000	445000	20000	15.741573033707866	95.0%	0.01	7.130064645180349	0.01	7.130064645180349	15.741573033707866	5604	3.6519866748079397	5200.429024926506
chr8	100515001	100535000	chr8	100245001	100535000	290000	20000	15.508620689655173	99.0%	0.0065	7.033189403271528	0.007	7.033189403271528	15.508620689655173	3598	3.0090087394640657	2792.360110222653
chr17	55520001	55540000	chr17	55520001	55825000	305000	20000	12.848360655737704	96.0%	0.03	7.033049785829555	0.034	7.033049785829555	12.848360655737705	3135	3.3764889704073786	3295.4532351176017
chr22	41935001	41955000	chr22	41655001	41955000	300000	20000	10.229166666666666	97.0%	0.0289999999999999	7.029399402055061	0.032	7.029399402055061	10.229166666666666	2455	3.2023090827807192	3074.2167194694903
chr11	128155001	128175000	chr11	128155001	128855000	700000	20000	7.316071428571429	97.0%	0.019	6.939511919909623	0.0195	6.939511919909623	7.316071428571429	4097	3.886375480586144	8705.481076512962
chr9	74760001	74780000	chr9	74760001	75190000	430000	20000	10.456395348837209	95.0%	0.032	6.923484341783768	0.031	6.923484341783768	10.456395348837209	3597	3.6602964421447832	5036.567904391221
chr5	122185001	122205000	chr5	122185001	122505000	320000	20000	14.48828125	96.0%	0.0275	6.8693345457256	0.0305	6.8693345457256	14.48828125	3709	3.204880117596045	3281.79724041835
chr12	12365001	12390000	chr12	12365001	12710000	345000	25000	12.843478260869563	95.0%	0.007	6.854845492996289	0.008	6.854845492996289	12.843478260869565	4431	3.065333453935361	5287.700208038498
chr1	212060001	212080000	chr1	212060001	212455000	395000	20000	12.037974683544304	95.0%	0.028	6.787729724630261	0.028	6.787729724630261	12.037974683544304	3804	3.7414725277394623	4729.22127506268
chr4	165120001	165140000	chr4	165120001	165475000	355000	20000	12.834507042253522	98.0%	0.018	6.778605215032256	0.019	6.778605215032256	12.834507042253522	3645	3.137404818927723	3564.0918743018933
chr17	61410001	61435000	chr17	61410001	61595000	185000	25000	18.427027027027027	95.0%	0.027	6.74768849114446	0.031	6.7476884911444595	18.427027027027027	3409	2.8332446176684707	2620.7512713433352
chr9	100000001	100020000	chr9	99175001	100020000	845000	20000	5.483727810650888	97.0%	0.055	6.731467082617006	0.059	6.731467082617006	5.483727810650888	3707	4.353291613284387	11771.300522320984
chr8	100810001	100835000	chr8	100555001	100835000	280000	25000	15.971428571428572	97.0%	0.0115	6.652837493098774	0.013000000000000001	6.652837493098774	15.971428571428572	4472	2.669261547189529	3736.9661660653405
chr1	240720001	240740000	chr1	240720001	240960000	240000	20000	16.869791666666668	96.0%	0.013	6.592868991450014	0.0135	6.592868991450014	16.869791666666668	3239	3.0426972046335723	2336.7914531585834
chr9	114640001	114660000	chr9	114395001	114660000	265000	20000	15.014150943396226	98.0%	0.014	6.558130350534408	0.014	6.558130350534408	15.014150943396226	3183	3.2636146056601136	2767.5451855997762
chr18	54675001	54700000	chr18	54675001	55135000	460000	25000	10.258695652173913	96.0%	0.016	6.528559114262748	0.017	6.528559114262748	10.258695652173913	4719	3.019478097007688	6944.799623117682
chr8	101320001	101340000	chr8	101320001	102205000	885000	20000	5.879943502824859	95.0%	0.009	6.49081674406961	0.01	6.49081674406961	5.879943502824859	4163	3.587429945429433	10159.601605456155
chr2	64330001	64350000	chr2	64330001	64600000	270000	20000	23.91203703703704	97.0%	0.0305	6.395555626397502	0.033	6.395555626397502	23.912037037037038	5165	3.14273979461879	2715.3271825506345
chr1	84105001	84130000	chr1	83900001	84130000	230000	25000	17.369565217391305	95.0%	0.0045	6.303469518648499	0.0055	6.303469518648499	17.369565217391305	3995	3.0035448670710716	3454.0765971317323
chr15	77100001	77125000	chr15	77100001	77700000	600000	25000	7.478333333333333	96.0%	0.0505	6.264061052462506	0.051500000000000004	6.264061052462506	7.4783333333333335	4487	3.82139525172686	11464.18575518058
chr8	94070001	94090000	chr8	94070001	94365000	295000	20000	15.296610169491526	98.0%	0.009	6.261603763937493	0.009	6.261603763937493	15.296610169491526	3610	3.4008865099065484	3210.4368653517818
chr22	36460001	36485000	chr22	36290001	36485000	195000	25000	14.225641025641025	98.0%	0.02	6.242391949621002	0.02	6.242391949621002	14.225641025641025	2774	3.047722762362476	2971.529693303414
chr12	14980001	15005000	chr12	14715001	15005000	290000	25000	15.66896551724138	97.0%	0.0125	6.221618074055313	0.014	6.221618074055313	15.668965517241379	4544	2.9718725928244876	4309.215259595507
chr15	97225001	97245000	chr15	96355001	97245000	890000	20000	4.911516853932584	95.0%	0.0945	6.219916905213695	0.096	6.219916905213695	4.911516853932584	3497	5.147641500511038	14660.482993455436
chr21	17380001	17405000	chr21	17380001	17605000	225000	25000	14.884444444444444	95.0%	0.029	6.19851271916724	0.033	6.1985127191672404	14.884444444444444	3349	3.3595724386323647	3779.5189934614104
chr20	53570001	53590000	chr20	53570001	53950000	380000	20000	8.796052631578947	95.0%	0.036	6.165009971001754	0.039	6.165009971001754	8.796052631578947	2674	3.344383517524171	4066.7703573093922
chr3	189260001	189285000	chr3	189260001	189955000	695000	25000	8.015827338129496	98.0%	0.01	6.162553554307062	0.009	6.162553554307062	8.015827338129496	5571	3.6350825658677377	12631.911916390389
chr17	60035001	60060000	chr17	59275001	60060000	785000	25000	4.9515923566878985	96.0%	0.024	6.1547941203355485	0.025	6.1547941203355485	4.951592356687898	3887	2.9924492656608503	11745.363367718837
chr6	158960001	158980000	chr6	158650001	158980000	330000	20000	13.731060606060606	98.0%	0.0115	6.151014103120873	0.012	6.151014103120873	13.731060606060606	3625	3.0033958125734004	3171.585978077511
chr5	74635001	74665000	chr5	73890001	74665000	775000	30000	6.044086021505376	99.0%	0.029	6.140337950260947	0.031	6.140337950260947	6.044086021505376	5621	4.035814561076755	22519.845250808292
chr22	30070001	30090000	chr22	29590001	30090000	500000	20000	8.125	95.0%	0.0665	6.122008745027079	0.069	6.122008745027079	8.125	3250	5.451141109273482	8721.82577483757
chr3	189930001	189955000	chr3	189130001	189955000	825000	25000	6.242424242424242	96.0%	0.02	6.066781781857311	0.02	6.066781781857311	6.242424242424242	5150	3.430223510019928	14149.671978832203
chr4	144160001	144185000	chr4	144160001	145105000	945000	25000	5.906878306878307	95.0%	0.029	5.9913466303066185	0.028	5.9913466303066185	5.906878306878307	5582	4.132968728414564	19528.277241758817
chr16	10955001	10975000	chr16	10955001	11410000	455000	20000	8.307692307692308	95.0%	0.036	5.985251996695169	0.039	5.985251996695169	8.307692307692308	3024	3.5791005877354305	5211.1704557427865
chr1	151995001	152030000	chr1	151875001	152030000	155000	35000	25.557603686635947	97.0%	0.001	5.918096800014778	0.001	5.918096800014778	25.557603686635943	5546	2.591324815140962	3936.222394199121
chr19	47960001	47980000	chr19	47960001	48255000	295000	20000	13.22457627118644	96.0%	0.027	5.777071769721211	0.031	5.777071769721211	13.224576271186441	3121	3.2070267424883414	3027.4332449089943
chr14	70800001	70820000	chr14	70600001	70820000	220000	20000	16.142045454545453	95.0%	0.01	5.743765631254332	0.010499999999999999	5.743765631254332	16.142045454545453	2841	2.9153327565875133	2052.3942606376095
chr2	38305001	38325000	chr2	38305001	38625000	320000	20000	21.140625	97.0%	0.0195	5.728592274837445	0.02	5.728592274837445	21.140625	5412	3.7329553478538644	3822.546276202357
chr7	108170001	108195000	chr7	108170001	108500000	330000	25000	13.666666666666666	97.0%	0.033	5.724387852378294	0.035500000000000004	5.724387852378294	13.666666666666666	4510	3.336641404814027	5505.458317943145
chr3	194300001	194325000	chr3	193735001	194325000	590000	25000	7.715254237288136	95.0%	0.0095	5.702427237308519	0.0095	5.702427237308519	7.715254237288136	4552	2.6152913825014745	7715.10957837935
chr8	95235001	95260000	chr8	94875001	95260000	385000	25000	11.953246753246754	95.0%	0.008	5.668154772437977	0.01	5.668154772437977	11.953246753246754	4602	2.5394737141982415	4888.486899831615
chr1	67750001	67770000	chr1	67505001	67770000	265000	20000	15.235849056603774	96.0%	0.02	5.636826696322767	0.022	5.636826696322767	15.235849056603774	3230	3.3601206693568133	2849.3823276145777
chr15	50870001	50890000	chr15	50400001	50890000	490000	20000	8.775510204081632	95.0%	0.0295	5.620050121439205	0.03	5.620050121439205	8.775510204081632	3440	3.5260463985704007	5528.840752958388
chr8	74330001	74350000	chr8	73985001	74350000	365000	20000	11.886986301369864	96.0%	0.013	5.572336718622096	0.014	5.572336718622096	11.886986301369863	3471	2.7575782810417744	3220.8514322567926
chr6	131915001	131935000	chr6	131915001	132300000	385000	20000	12.178571428571429	97.0%	0.042	5.552540843458515	0.043	5.552540843458515	12.178571428571429	3751	3.6123991975275445	4450.475811353935
chr11	19555001	19575000	chr11	19555001	19915000	360000	20000	11.93402777777778	95.0%	0.026	5.525461327965721	0.028999999999999998	5.525461327965721	11.934027777777779	3437	2.9753917479099874	3427.6512935923056
chr5	68270001	68295000	chr5	68270001	69015000	745000	25000	6.389261744966443	95.0%	0.021	5.521901374296318	0.022	5.521901374296318	6.389261744966443	4760	3.2408984980857154	12072.34690536929
chr1	40070001	40090000	chr1	40070001	40415000	345000	20000	12.717391304347826	95.0%	0.012	5.521280124807346	0.013	5.521280124807346	12.717391304347826	3510	2.9557357795150225	3263.1323005845848
chr10	110125001	110145000	chr10	110125001	110295000	170000	20000	21.610294117647054	98.0%	0.0035	5.503442494914418	0.004	5.503442494914418	21.610294117647058	2939	2.6885302394436605	1462.5604502573512
chr15	67290001	67310000	chr15	66900001	67310000	410000	20000	10.658536585365852	95.0%	0.041	5.487429587760877	0.041499999999999995	5.487429587760877	10.658536585365853	3496	4.045433125462784	5307.608260607173
chr2	46870001	46895000	chr2	46505001	46895000	390000	25000	15.44102564102564	98.0%	0.0225	5.463474474518861	0.0235	5.463474474518861	15.441025641025641	6022	2.942048894805171	5736.9953448700835
chr9	105140001	105160000	chr9	104770001	105160000	390000	20000	10.692307692307692	97.0%	0.016	5.4541755539440215	0.0175	5.4541755539440215	10.692307692307692	3336	3.107875957398059	3878.6291948327776
chr16	32805001	32840000	chr16	32330001	32840000	510000	35000	7.8125	96.0%	0.021	5.445468926937432	0.021	5.445468926937432	7.352941176470588	5250	1.7184851629497846	8588.988844423024
chr11	8545001	8575000	chr11	8165001	8575000	410000	30000	14.6869918699187	95.0%	0.0245	5.441827373073399	0.026000000000000002	5.441827373073399	14.6869918699187	7226	3.4872070209769386	10294.235125923922
chr5	142145001	142165000	chr5	142145001	142650000	505000	20000	9.324257425742577	97.0%	0.022	5.42378474139043	0.024	5.42378474139043	9.324257425742575	3767	3.1202216250837056	5042.278146135268
chr20	47375001	47395000	chr20	47185001	47395000	210000	20000	14.958333333333334	98.0%	0.013	5.40385949772122	0.0145	5.40385949772122	14.958333333333334	2513	2.6069459091469978	1751.8676509467825
chr2	69715001	69735000	chr2	69715001	69905000	190000	20000	29.69736842105263	98.0%	0.0045	5.389488318804886	0.0045000000000000005	5.389488318804886	29.69736842105263	4514	2.928324249953992	1780.4211439720273
chr9	12705001	12725000	chr9	12705001	13130000	425000	20000	10.897058823529411	95.0%	0.027	5.377155095634871	0.029	5.377155095634871	10.897058823529411	3705	4.350438021011377	5916.595708575473
chr6	115970001	115990000	chr6	115970001	116275000	305000	20000	20.557377049180328	98.0%	0.013	5.37276878614404	0.014	5.37276878614404	20.557377049180328	5016	2.556449822700769	2495.0950269559507
chr7	82720001	82740000	chr7	82030001	82740000	710000	20000	7.191901408450704	95.0%	0.02	5.362621227823275	0.020999999999999998	5.362621227823275	7.191901408450704	4085	3.5107410253475733	7976.403609589686
chr15	85285001	85310000	chr15	85285001	85735000	450000	25000	9.211111111111112	95.0%	0.0255	5.356221292783283	0.0265	5.356221292783283	9.21111111111111	4145	3.0296395373601297	6816.688959060291
chr15	56485001	56505000	chr15	56485001	57355000	870000	20000	4.844827586206897	95.0%	0.068	5.338907184017303	0.07200000000000001	5.338907184017303	4.844827586206897	3372	3.508816993797039	9768.546510730956
chr11	27465001	27490000	chr11	27185001	27490000	305000	25000	13.452459016393442	95.0%	0.009	5.320437886207982	0.011	5.320437886207982	13.452459016393442	4103	2.8721822647066615	4380.077953677659
chr6	56355001	56375000	chr6	56355001	56755000	400000	20000	12.271875	95.0%	0.0325	5.30656870538807	0.036	5.30656870538807	12.271875	3927	3.333482152385682	4266.857155053673
chr5	148730001	148750000	chr5	148730001	149290000	560000	20000	8.944196428571429	97.0%	0.0285	5.2909009871516	0.0315	5.2909009871516	8.944196428571429	4007	3.318732186479327	5947.168078170954
chr11	27175001	27205000	chr11	27175001	27500000	325000	30000	13.035897435897438	95.0%	0.019	5.23696742775569	0.02	5.23696742775569	13.035897435897436	5084	2.830740199676019	6623.932067241884
chr12	91370001	91390000	chr12	91370001	92445000	1075000	20000	5.013953488372093	96.0%	0.023	5.224501363116826	0.024	5.224501363116826	5.013953488372093	4312	3.8587100866329545	13273.962698017363
chr6	143565001	143600000	chr6	143565001	144020000	455000	35000	10.63265306122449	96.0%	0.04	5.197741061927997	0.042	5.197741061927997	10.63265306122449	6773	2.954771692419483	13175.326976498474
chr17	57975001	58000000	chr17	57840001	58000000	160000	25000	23.4	98.0%	0.022	5.173366213184495	0.023	5.173366213184495	23.4	3744	2.623054566669999	2098.4436533359994
chr2	69695001	69720000	chr2	69270001	69720000	450000	25000	15.104444444444445	96.0%	0.0075	5.159713855240157	0.008	5.159713855240157	15.104444444444445	6797	2.650554799570582	5963.748299033809
chr6	121425001	121445000	chr6	121425001	122190000	765000	20000	6.531045751633987	95.0%	0.029	5.135479069897179	0.033	5.135479069897179	6.531045751633987	3997	3.3279325440378047	8146.778867804545
chr4	77585001	77615000	chr4	77360001	77615000	255000	30000	17.6078431372549	96.0%	0.005	5.124125638542359	0.006	5.124125638542359	17.607843137254903	5388	2.721481549118156	4996.640124180934
chr1	67475001	67510000	chr1	67205001	67510000	305000	35000	13.920374707259953	96.0%	0.016	5.111188399775555	0.018	5.111188399775555	13.920374707259953	5944	2.5127411612431394	7510.583330955744
chr3	183370001	183400000	chr3	183095001	183400000	305000	30000	14.762295081967212	96.0%	0.013	5.108977080180296	0.014	5.108977080180296	14.762295081967213	5403	3.025845652226148	6644.757052288621
chr11	6370001	6390000	chr11	6370001	6710000	340000	20000	16.18014705882353	95.0%	0.0209999999999999	5.107733190799513	0.0215	5.107733190799513	16.18014705882353	4401	2.677554318988365	2913.179099059341
chr9	109560001	109585000	chr9	109560001	109890000	330000	25000	13.342424242424244	97.0%	0.0315	5.10441045588711	0.035	5.10441045588711	13.342424242424242	4403	3.3966588590182796	5604.487117380161
chr1	185660001	185690000	chr1	185170001	185690000	520000	30000	9.306089743589745	95.0%	0.029	5.103705895773597	0.0305	5.103705895773597	9.306089743589743	5807	3.2940994427161208	12333.108313529156
chr9	114890001	114915000	chr9	114665001	114915000	250000	25000	16.856	96.0%	0.013	5.088249562514948	0.014499999999999999	5.088249562514948	16.856	4214	3.610154085434987	4512.692606793734
chr12	105410001	105430000	chr12	105410001	106230000	820000	20000	6.1067073170731705	96.0%	0.0375	5.081706156396369	0.0395	5.081706156396369	6.1067073170731705	4006	3.621531523826662	9502.89871852116
chr4	159430001	159455000	chr4	159180001	159455000	275000	25000	14.876363636363635	98.0%	0.014	5.07944748274672	0.015	5.07944748274672	14.876363636363637	4091	2.23145919593504	3068.2563944106796
chr8	18670001	18690000	chr8	18180001	18690000	510000	20000	9.073529411764708	96.0%	0.02	5.073216225503688	0.0225	5.073216225503688	9.073529411764707	3702	3.2976658586937915	5381.790681388267
chr10	120935001	120955000	chr10	120935001	121755000	820000	20000	5.077743902439025	95.0%	0.0305	5.03237682843999	0.033	5.03237682843999	5.077743902439025	3331	3.429838673077549	8999.896678155488
